COMID,Stream DO
22878715,10.40428627
22878719,10.40486192
22878721,10.41235169
22878723,10.5335943
22878725,10.2738656
22878727,10.37973869
22878729,10.51622006
22878731,10.60779184
22878733,10.57743345
22878735,10.4907272
22878737,10.49446294
22878739,10.55516725
22878741,10.55869051
22878743,10.28791839
22878745,10.23926038
22878747,10.24867058
22878749,10.27258043
22878751,10.26478769
22878753,10.26197626
22878755,10.09290838
22878757,10.08498245
22878759,10.23362718
22878761,10.42538599
22878763,9.907733007
22878765,9.953143073
22878767,9.95284623
22878769,9.952796693
22878771,9.989556584
22878773,10.01112915
22878775,9.556961075
22878777,9.632194972
22878779,9.628057465
22878781,9.803216944
22878783,9.791502779
22878785,11.11313267
22878787,11.11748189
22878789,11.21615381
22878791,11.25360925
22878793,11.23787032
22878795,11.28126978
22878797,11.31831569
22878799,11.30906766
22878801,11.30591247
22878803,11.34208136
22878805,11.30788336
22878807,11.15777302
22878809,11.18087729
22878811,11.33795952
22878813,11.39179483
22878815,11.19704569
22878817,11.24696523
22878819,11.05322921
22878821,10.9203659
22878823,10.88985138
22878825,10.61517774
22878827,10.0103186
22878829,10.18607063
22878831,10.34997637
22878833,11.14623485
22878835,11.11852961
22878837,10.8904659
22878839,11.17670343
22878841,11.00751196
22878843,11.50570875
22878845,11.5210586
22878847,11.30151111
22878849,10.26861795
22878851,10.6146528
22878853,10.55533963
22878855,11.09195377
22878857,8.659389881
22878859,10.15524152
22878861,11.29644922
22878863,11.63115299
22878865,10.3253762
22878867,10.41452351
22878869,10.67105599
22878871,10.75423139
22878873,10.69869262
22878875,10.76713715
22878877,10.68563432
22878879,10.72805444
22878881,10.84823156
22878883,10.92475218
22878885,10.92988862
22878887,10.27877342
22878889,10.50710232
22878891,10.74315129
22878893,10.73668545
22878895,10.59084965
22878897,10.63811683
22878899,10.68439897
22878901,10.65588953
22878903,10.50589304
22878905,10.75586484
22878907,10.80299588
22878909,10.79423771
22878911,10.66440346
22878913,10.6769786
22878915,10.67163804
22878917,10.67141876
22878919,10.66558417
22878921,10.46008865
22878923,10.5408831
22878925,10.4330863
22878927,10.056884
22878929,10.64088208
22878931,10.64407562
22878933,10.61607799
22878935,10.60961287
22878937,10.60703612
22878939,10.60468404
22878941,10.58736099
22878943,10.55929329
22878945,10.67394863
22878947,10.55675163
22878949,10.53835884
22878951,10.60196966
22878953,10.59415426
22878955,10.54887204
22878957,10.57227906
22878959,10.36704913
22878961,10.50987783
22878963,10.47414591
22878965,10.49223838
22878967,10.48461797
22878969,10.49042035
22878971,10.43052184
22878973,10.46506796
22878975,10.45252192
22878977,10.43180595
22878979,10.44757765
22878981,10.49704567
22878983,10.54120155
22878985,10.51125503
22878987,10.56178026
22878989,10.59858541
22878991,10.45573982
22878993,10.48066278
22878995,10.46051429
22878997,10.48633081
22878999,10.49221008
22879001,10.55544642
22879003,10.52643261
22879005,10.42279259
22879007,10.4576409
22879009,10.43662307
22879011,10.46784107
22879013,10.56546889
22879015,10.62728926
22879017,10.44113486
22879019,10.70483056
22879021,10.60829184
22879023,10.45162486
22879025,10.54920103
22879027,10.75688479
22879029,10.67616079
22879031,10.7446754
22879033,10.93733685
22879035,10.41212627
22879037,10.54118154
22879039,10.46502293
22879041,10.52480902
22879043,10.59722359
22879045,10.60485387
22879047,10.63874357
22879049,10.59763271
22879051,10.50489981
22879053,10.11223625
22879055,10.35352441
22879057,10.3810236
22879059,10.37026063
22879061,10.36683323
22879063,10.37811553
22879065,10.32588381
22879067,10.35271994
22879069,10.26764375
22879071,10.18857604
22879073,10.14745691
22879075,10.03223946
22879077,10.12670936
22879079,10.12661773
22879081,10.13341786
22879083,10.27901832
22879085,10.27716057
22879087,10.19742498
22879089,10.19732376
22879091,10.20152493
22879093,10.17543099
22879095,10.65081438
22879097,9.887939913
22879099,9.909805472
22879101,10.30087887
22879103,10.37617271
22879105,10.41515579
22879107,10.40795429
22879109,10.40940974
22879111,10.36143675
22879113,10.41449013
22879115,10.41101638
22879117,10.41409319
22879119,10.42373257
22879121,10.41125087
22879123,10.40698171
22879125,10.36139049
22879127,10.37963603
22879129,10.39400449
22879131,10.41284314
22879133,10.3688435
22879135,10.25902483
22879137,10.09892047
22879139,10.16382683
22879141,10.14088673
22879143,10.0934354
22879145,10.62577867
22879147,10.29159941
22879149,9.843477974
22879151,10.12397205
22879153,10.40610002
22879155,10.4219199
22879157,10.42422698
22879159,10.58436532
22879161,10.49820442
22879163,10.6280724
22879165,10.56056451
22879167,10.60693819
22879169,10.70241322
22879171,10.72518178
22879173,10.69612982
22879175,10.72301024
22879177,10.39785184
22879179,10.45434409
22879181,10.43991125
22879183,10.57418116
22879185,10.66127688
22879187,10.63877752
22879189,10.60003524
22879191,10.40466619
22879193,9.424881178
22879195,10.57633278
22879197,10.49582458
22879199,10.45635564
22879201,10.48900561
22879203,10.58949896
22879205,10.62158063
22879207,10.66275443
22879209,10.68563047
22879211,10.75047077
22879213,10.75679544
22879215,10.70526254
22879217,10.65081648
22879219,10.67931813
22879221,10.63904645
22879223,10.72353367
22879225,10.6618728
22879227,10.9945682
22879229,10.95417564
22879231,10.85375183
22879233,11.10213401
22879235,11.06520187
22879237,10.96618111
22879239,10.92088146
22879241,10.75568982
22879243,11.1230024
22879245,11.03723667
22879247,11.03689086
22879249,11.07115087
22879251,11.20538714
22879253,11.21349593
22879255,11.32282666
22879257,11.34527624
22879259,11.03436025
22879261,11.02936499
22879263,11.0244609
22879265,11.0244528
22879267,11.02444169
22879269,11.26164175
22879271,11.23199899
22879273,11.29879448
22879275,10.34690197
22879277,10.55872364
22879279,10.74519163
22879281,11.15675916
22879283,11.1437062
22879285,11.22685939
22879287,10.73078495
22879289,10.78286544
22879291,10.78280093
22879293,10.73181838
22879295,10.61286869
22879297,10.63999051
22879299,10.6878345
22879301,10.6849352
22879303,10.7847362
22879305,10.74899159
22879307,10.85676984
22879309,10.33633855
22879311,10.47661735
22879313,10.38772939
22879315,10.39790802
22879317,10.5438123
22879319,9.57988885
22879321,10.7690939
22879323,11.25418919
22879325,11.34775663
22879327,9.373528115
22879329,9.562184576
22879331,9.687838564
22879333,10.02075672
22879335,9.943665408
22879337,10.2870349
22879339,9.526659395
22879341,10.01692821
22879343,9.953336799
22879345,9.849599756
22879347,10.64365613
22879349,10.78565943
22879351,10.70669006
22879353,10.43658119
22879355,10.50954555
22879357,10.36767628
22879359,10.52256101
22879361,10.66465146
22879363,10.4090801
22879365,10.61676109
22879367,11.52968579
22879369,10.91105622
22879371,10.93284475
22879373,10.96343449
22879375,11.06862911
22879377,11.04017405
22879379,11.48040083
22879381,11.04342214
22879383,10.52206611
22879385,10.33275981
22879387,10.19900536
22879389,10.20751471
22879391,10.22907511
22879393,10.22907511
22879395,10.22257951
22879397,10.77444108
22879399,10.75920941
22879401,10.88599334
22879403,10.95685408
22879405,10.00510105
22879407,9.826563
22879409,9.696153416
22879411,10.62525783
22879413,10.90746872
22879415,10.72928699
22879417,10.78294067
22879419,10.24677696
22879421,10.43404657
22879423,10.54729255
22879425,10.53137673
22879427,10.67881728
22879429,10.82063686
22879431,10.84112154
22879433,10.66442492
22879435,10.98205749
22879437,10.27816788
22879439,10.43461443
22879441,10.47195887
22879443,10.47424739
22879445,10.46723326
22879447,10.56499139
22879449,10.49450434
22879451,10.68775542
22879453,10.77360068
22879455,11.12002842
22879457,9.899068689
22879459,10.22594819
22879461,10.30778353
22879463,10.23965081
22879465,10.57404444
22879467,10.61121183
22879469,10.91118135
22879471,10.97956409
22879473,11.06654827
22879475,9.865573344
22879477,10.08477747
22879479,10.19209426
22879481,10.11617218
22879483,10.01796193
22879485,11.20887538
22879487,11.33555582
22879489,10.08924516
22879491,10.21168786
22879493,10.23466018
22879497,10.46007711
22879499,10.41532268
22879501,10.50688071
22879503,8.867826285
22879505,8.895548427
22879507,8.945887403
22879509,9.891019631
22879511,9.368875452
22879513,10.17367289
22879515,10.61423332
22879517,10.6178676
22879519,10.31940535
22879521,10.25924735
22879523,10.32215769
22879525,9.893569454
22879527,10.97839046
22879529,8.7521249
22879531,9.027428757
22879533,9.750665871
22879535,10.64972358
22879537,10.44651868
22879539,10.20063197
22879541,10.49168224
22879543,10.45087878
22879545,10.38164534
22879547,10.26340316
22879549,10.09990008
22879551,10.18330804
22879553,10.38563218
22879555,11.08003032
22879557,11.5016311
22879559,11.10258625
22879561,11.31326346
22879563,9.960316108
22879565,11.06836079
22879567,10.57659247
22879569,10.75426841
22879571,10.86989532
22879573,10.78576088
22879577,10.34555002
22879579,10.26328495
22879581,10.35727238
22879583,10.41291468
22879585,10.53615839
22879587,10.73134027
22879589,10.93550519
22879591,10.07806126
22879593,10.12865058
22879595,10.57341781
22879597,10.77744256
22879599,10.82841864
22879601,10.8505061
22879603,11.23913059
22879605,11.47785818
22879607,9.660724669
22879609,10.12002505
22879611,10.45876569
22879613,10.64365345
22879615,10.72694517
22879617,10.70561375
22879619,10.74431209
22879621,9.562449774
22879623,10.83963016
22879625,10.71968882
22879627,10.86630289
22879629,10.86846788
22879631,10.77586446
22879633,10.8320535
22879635,10.80606676
22879637,10.76436268
22879639,10.93832813
22879641,10.95436909
22879643,10.72735196
22879645,10.77416243
22879647,8.758596754
22879649,10.51829918
22879651,10.42727642
22879653,10.07501055
22879655,10.72743464
22879657,9.095266333
22879665,10.5572398
22879667,11.30258273
22879669,10.69107722
22879671,9.834091747
22879677,7.868382353
22879679,9.849255423
22879681,10.92625867
22879683,11.36506515
22879685,7.868382353
22879689,9.48394315
22879691,9.545225878
22879693,11.15761508
22879697,9.990575498
22879699,9.854956927
22879701,9.803411076
22879705,10.98710052
22879707,10.55291962
22879709,10.92490193
22879711,11.22996294
22879713,11.80052157
22879717,10.75057741
22879719,11.0808143
22879721,10.81680824
22879723,9.832980909
22879725,9.505572416
22879727,10.80299187
22879729,9.517903287
22879731,10.55911645
22879733,11.18716627
22879735,11.5185859
22879737,11.37410521
22879739,11.56188655
22879741,11.67036848
22879743,11.46972979
22879745,11.39495631
22879747,10.56197864
22879749,10.65428205
22879751,11.12868995
22879753,10.6025139
22879755,10.30869995
22879757,11.24772021
22879759,10.20474972
22879761,11.28577142
22879763,11.23139136
22879765,11.72915068
22879767,10.31907288
22879769,10.8284779
22879771,10.24040267
22879773,10.8979978
22879775,11.4288497
22879777,10.68682712
22879779,10.68410197
22879781,10.24617623
22879783,10.62809124
22879785,11.04901084
22879787,10.19441917
22879789,10.36836999
22879791,10.55931741
22879793,10.64004161
22879795,10.53680671
22879797,10.39562905
22879799,10.60558683
22879801,10.81076605
22879803,9.633957557
22879805,10.62517923
22879807,10.7113138
22879809,11.68335256
22879811,11.60084308
22879813,11.79485797
22879815,9.625216223
22879817,11.67631128
22879819,11.67745633
22879821,10.51698968
22879823,11.05849811
22879825,10.62703234
22879827,10.68281199
22879829,9.703367692
22879833,11.02902334
22879835,9.763178426
22879837,10.75699358
22879839,9.700422507
22879841,10.82015498
22879843,10.5922129
22879845,9.796169806
22879847,10.74228865
22879849,9.686944277
22879851,11.33035156
22879853,10.88690493
22879855,10.40546684
22879857,9.863186019
22879859,10.45813232
22879861,10.63123083
22879863,8.752574649
22879865,9.571508126
22879867,9.45100755
22879869,10.24872616
22879871,7.868382353
22879873,11.65115894
22879875,8.830091758
22879877,8.776126136
22879879,10.8056222
22879881,9.730501676
22879883,11.24841293
22879885,11.14358245
22879887,11.33529272
22879889,9.09918526
22879893,11.76806529
22879895,9.099342295
22879897,10.48342727
22879899,9.974622738
22879901,10.57699584
22879903,11.67380681
22879905,9.9175793
22879907,9.903248393
22879909,9.762970728
22879913,10.39335521
22879915,9.58300464
22879917,11.0546896
22879919,10.48528312
22879921,10.77595535
22879923,9.949664147
22879925,10.05186147
22879927,8.66982565
22879931,9.823416633
22879933,10.97150139
22879935,10.82712958
22879937,10.70795642
22879939,10.65595375
22879941,10.31812212
22879943,10.70988623
22879945,10.62976339
22879947,10.6239825
22879949,10.68755744
22879951,10.04244618
22879953,10.94888183
22879955,11.62370216
22879957,9.869097269
22879959,11.72992325
22879961,10.87563218
22879963,10.16585629
22879965,9.565639629
22879967,10.08316308
22879969,10.17969316
22879971,10.45591848
22879973,10.87322708
22879975,11.00948362
22879977,8.906965267
22879979,11.01725729
22879981,9.616451547
22879983,11.45609363
22879985,8.795365501
22879987,11.52552605
22879989,11.56774024
22879991,10.61838114
22879993,11.04115614
22879995,10.50254226
22879997,10.88669472
22879999,7.868382353
22880001,9.613600943
22880003,10.32704897
22880005,10.07669375
22880007,10.36685522
22880009,9.286711732
22880011,10.33278574
22880013,9.213802798
22880015,8.368268869
22880017,10.92097708
22880019,10.35052191
22880021,10.3444393
22880025,10.442234
22880029,10.42511292
22880031,10.9593041
22880033,11.54477806
22880035,10.1854029
22880039,10.31261573
22880041,11.41245201
22880043,10.37059014
22880045,10.48265831
22880047,10.66486504
22880051,10.43848222
22880053,10.67634471
22880055,11.07803995
22880057,11.22176776
22880059,11.20367962
22880061,10.25399187
22880063,10.49874136
22880065,11.18463719
22880067,10.67668349
22880069,9.403614132
22880071,10.5425085
22880075,10.8885254
22880077,10.05328042
22880079,10.22446662
22880081,10.48403339
22880083,10.88614686
22880087,9.800081578
22880089,10.27030375
22880091,11.55475223
22880093,10.83747036
22880095,10.3188473
22880099,10.74474688
22880101,10.79729674
22880103,10.97142035
22880105,10.62470497
22880107,10.06500113
22880109,10.72520226
22880111,11.17610167
22880113,10.31856287
22880115,11.08366649
22880117,10.78116068
22880121,11.14086253
22880123,10.74513627
22880125,10.73900366
22880127,10.54304845
22880129,11.03326375
22880131,9.827655314
22880133,11.10695158
22880135,10.18169429
22880137,10.41527524
22880141,11.09920122
22880147,10.55280367
22880149,11.131249
22880155,10.41131752
22880161,10.61981283
22880163,11.20499036
22880165,10.42912212
22880167,10.73406904
22880169,10.95498183
22880171,10.55006532
22880173,10.51311051
22880175,10.9792525
22880177,10.47004254
22880179,10.92203736
22880181,11.09111978
22880183,10.92471075
22880185,9.565722657
22880187,10.9115567
22880189,7.868382353
22880191,10.15098675
22880193,10.61265586
22880195,10.7644076
22880197,10.26904959
22880199,10.83312816
22880201,10.61484425
22880203,10.02068802
22880205,10.55323068
22880207,10.51241859
22880209,10.35054753
22880211,9.799524465
22880215,10.91700693
22880217,8.681422605
22880219,9.500521912
22880221,10.74403999
22880223,10.37942373
22880225,9.84111439
22880227,10.46075843
22880229,8.638853009
22880231,9.423938318
22880235,10.23738571
22880237,9.791765479
22880239,10.8765421
22880241,10.56193079
22880243,10.40492317
22880245,10.59263209
22880247,9.248639871
22880249,9.968655023
22880251,9.025501533
22880253,10.45245738
22880255,10.06598491
22880257,9.333991481
22880259,10.57504622
22880261,10.82111807
22880263,10.86685171
22880265,9.42542481
22880267,8.878853159
22880269,10.39689504
22880271,10.03024826
22880273,9.700830611
22880275,8.940830975
22880277,10.49424082
22880279,11.0080113
22880281,10.33938196
22880283,10.33926536
22880285,10.50649081
22880287,9.826895431
22880289,9.197851742
22880291,10.46343512
22880293,11.42952153
22880295,10.6308412
22880297,10.58063838
22880299,8.814456969
22880303,7.868382353
22880305,9.491826553
22880307,9.445181442
22880309,9.373089665
22880311,9.379041877
22880313,10.48000972
22880315,10.74407677
22880317,10.32369947
22880319,11.29019167
22880321,10.66779608
22880323,10.68104381
22880325,9.391998716
22880327,8.661226119
22880329,10.15663787
22880331,10.71470727
22880333,11.61310022
22880335,10.85019835
22880337,10.30493607
22880339,10.01350694
22880341,10.60208033
22880343,8.182562071
22880345,10.76995708
22880347,10.95273747
22880349,10.53657103
22880351,11.0292989
22880353,10.6343914
22880355,10.79007187
22880357,10.41109935
22880359,10.71109231
22880361,10.78244358
22880363,7.868382353
22880365,10.63000601
22880369,10.45472386
22880371,10.36837698
22880373,10.56005364
22880375,10.94819704
22880377,10.78766094
22880379,10.65858956
22880381,10.7560262
22880383,10.80867745
22880387,10.69472486
22880389,10.72644469
22880391,8.510979023
22880393,9.643790684
22880395,10.96979519
22880397,10.94326082
22880399,10.77297232
22880401,10.2786527
22880403,9.655833651
22880407,10.27864648
22880409,10.30152089
22880411,10.75118999
22880415,10.62122203
22880417,10.90983253
22880419,9.634054137
22880421,10.74851104
22880423,10.54485102
22880425,10.3541569
22880429,10.78968659
22880431,9.54829126
22880433,9.724934917
22880437,10.5712217
22880439,10.24630431
22880443,10.55646506
22880445,10.24525362
22880447,10.4263193
22880449,9.442415473
22880453,10.8512353
22880455,10.50162091
22880457,9.827951022
22880459,10.69800299
22880461,10.26446733
22880463,10.17161033
22880465,10.85950463
22880467,9.480878276
