COMID,Stream DO
22967988,11.07564864
22967990,10.57090043
22967992,11.33844646
22967994,11.03634187
22967996,11.27419608
22967998,11.77202501
22968000,9.36753296
22968004,11.62801165
22968006,11.21099131
22968008,11.00354837
22968010,10.49198545
22968012,11.4703378
22968014,11.68135326
22968016,11.42936251
22968018,10.41964914
22968020,11.08337574
22968022,11.3166593
22968024,11.28315843
22968026,11.6089815
22968028,11.42182472
22968030,10.4103837
22968032,11.23770445
22968034,11.15362658
22968036,11.44176338
22968038,11.62077905
22968040,11.67340529
22968042,11.27988386
22968044,11.26814429
22968046,10.91866466
22968048,11.56058975
22968050,11.34722898
22968052,11.52715412
22968054,11.48329985
22968056,10.75689687
22968058,10.89641444
22968060,11.08399961
22968062,11.47237711
22968064,11.20484452
22968066,10.85409494
22968068,11.39885318
22968070,10.882587
22968072,10.92201886
22968074,10.91462955
22968076,10.90606751
22968078,10.87295703
22968080,10.96633758
22968082,10.47887306
22968084,11.24691441
22968086,11.10682445
22968088,11.5162105
22968090,11.27578202
22968092,11.67898462
22968096,10.87673192
22968098,11.08226622
22968100,10.95805936
22968102,11.10496866
22968104,11.07536572
22968106,11.44622711
22968108,11.4695847
22968110,11.44273266
22968112,12.01454759
22968114,11.42197202
22968116,11.35314448
22968118,11.35816062
22968120,11.24850215
22968122,10.93368056
22968124,10.29025457
22968126,10.187333
22968130,11.43333791
22968132,11.28354795
22968134,11.39514835
22968136,11.09730481
22968140,11.10852682
22968142,11.06806535
22968144,11.53783819
22968146,11.66350705
22968148,11.7392111
22968150,11.20633303
22968152,10.49753947
22968154,10.38416244
22968156,10.50867975
22968158,11.00068535
22968160,10.94634148
22968162,10.05308813
22968164,11.05140757
22968166,11.82680393
22968168,11.50247501
22968170,11.83113264
22968172,11.26304367
22968174,11.49721269
22968176,10.98797108
22968178,10.9577322
22968180,10.36437416
22968182,11.28285675
22968184,10.97100515
22968186,11.27756859
22968188,11.72247629
22968190,8.855916065
22968192,11.09260825
22968194,10.9799218
22968196,11.32759614
22968198,11.41605208
22968200,10.76952162
22968202,11.57968249
22968204,10.33570256
22968206,10.46331375
22968208,9.822828814
22968210,11.38206615
22968212,11.86166743
22968214,10.37115197
22968216,10.16313711
22968218,11.50807915
22968220,11.28596831
22968222,9.961689231
22968224,10.2365027
22968226,8.962982941
22968228,10.34433719
22968230,10.21902063
22968232,10.61759451
22968234,10.30727913
22968236,10.51391541
22968238,11.7324181
22968240,10.62125685
22968242,11.52254202
22968244,10.26231808
22968246,11.00467433
22968248,11.02269761
22968250,11.13647243
22968252,11.65663082
22968254,11.78365128
22968256,11.59506951
22968258,8.986153436
22968260,11.79597587
22968262,11.29263216
22968264,11.61265865
22968266,11.66128403
22968268,10.75492319
22968270,10.66294318
22968272,10.54308919
22968274,10.8876462
22968276,10.6845844
22968278,10.79557349
22968280,10.26784555
22968282,11.61055783
22968284,10.925753
22968286,10.72885941
22968288,10.95381529
22968290,10.32599971
22968292,10.61944304
22968294,10.39428026
22968296,11.38446918
22968298,11.78234299
22968300,11.3816425
22968302,11.08853436
22968304,8.964409695
22968306,10.39425142
22968308,10.35314066
22968310,10.67100003
22968312,10.6736474
22968314,11.16645773
22968316,10.11071001
22968318,11.64823288
22968320,10.33138574
22968322,11.24363761
22968324,10.63162266
22968328,9.601814869
22968332,10.19577624
22968334,10.29643962
22968336,11.60449858
22968338,11.31788289
22968340,10.21700563
22968342,10.74035295
22968344,11.34117909
22968346,9.269301037
22968348,10.43596749
22968350,11.50642668
22968352,11.85757441
22968354,9.723889489
22968356,10.07277353
22968358,10.64022066
22968360,9.205326273
22968362,9.567219592
22968364,10.04413528
22968366,11.85704864
22968368,10.93780874
22968370,11.57725645
22968372,10.95681718
22968374,11.65833947
22968376,9.735892988
22968378,11.45496924
22968380,10.03686691
22968382,11.19979057
22968384,9.493320508
22968386,9.310137144
22968388,10.67634058
22968390,10.27783857
22968392,11.61137992
22968398,8.516275645
22968402,10.15719416
22968404,7.868382353
22968406,11.32240996
22968408,9.491600078
22968410,7.868382353
22968412,11.10807602
22968414,9.720986238
22968416,10.3209954
22968418,8.968727978
22968420,11.79339003
22968422,10.05546259
22968424,10.19620722
22968426,11.36907673
22968428,10.16012396
22968430,11.40622307
22968432,8.098313814
22968434,10.34589145
22968436,10.05684652
22968438,10.26925911
22968440,10.29872256
22968442,7.868382353
22968444,9.891099139
22968446,10.56772499
22968448,10.22313644
22968450,10.16218241
22968452,10.11954735
22968454,11.02391458
22968456,10.3699149
22968458,10.03667247
22968460,9.539201974
22968462,10.17649813
22968464,10.08925177
22968466,10.28753422
22968468,10.39555872
22968470,7.868382353
22968472,10.41668143
22968474,10.44209342
22968476,10.04394139
22968478,11.18848501
22968480,10.27184077
22968482,10.20479809
22968484,10.40429894
22968486,11.0782794
22968488,10.41009703
22968490,10.31868713
22968492,11.65602124
22968494,11.22957884
22968496,10.8088687
22968498,11.6689105
22968500,10.35566486
22968502,11.42415224
22968504,11.30851989
22968506,10.91892211
22968508,10.98785653
22968510,10.98384747
22968512,11.18142389
22968514,11.10045317
22968516,11.23802303
22968518,10.92792525
22968520,11.47027951
22968522,11.19485843
22968524,11.76627692
22968526,11.00639546
22968528,9.853697754
22968530,11.23974452
22968532,11.69353689
22968534,11.26827309
22968536,11.46936506
22968538,11.6190199
22968540,11.52239668
22968542,11.26671454
22968544,11.83120002
22968546,11.8274089
22968548,11.34289515
22968550,11.53182122
22968552,11.50672211
22968554,11.70040513
22968556,9.877671711
22968558,11.05720979
22968560,11.22319865
22968562,11.24734563
22968564,11.51558606
22968566,11.31388483
22968570,10.71811554
22968572,10.30919955
22968574,10.74886356
22968576,11.33851081
22968578,11.51289238
22968580,10.40520771
22968582,10.76935147
22968584,10.09917247
22968586,11.11308861
22968588,11.16990338
22968590,11.25973117
22968592,11.59594662
22968594,11.41682413
22968596,11.66839165
22968598,11.28163674
22968600,11.05814003
22968602,10.51376154
22968604,9.516064796
22968606,10.73021445
22968608,10.73003565
22968610,10.73003565
22968612,10.73011377
22968614,10.73003359
22968616,10.73003153
22968618,11.72710234
22968620,10.37357491
22968622,11.16386091
22968630,10.37107876
22968632,10.44754024
22968634,10.79175116
22968636,11.15939808
22968638,11.80484552
22968640,11.03111211
22968642,11.83544209
22975966,11.00004886
22975968,10.99979152
22975970,10.99978981
22975972,10.99978723
22975974,10.99978453
22975976,10.9705116
22975978,10.97045552
22975980,10.97023589
22975982,12.08200242
22975986,10.97012673
22975988,10.96507164
22975990,10.96504311
22975992,10.96500313
22975996,10.69820882
22975998,10.71015561
22976000,10.69993645
22976002,10.70618346
22976004,10.69313353
22976006,10.71833939
22976008,10.75733549
22976010,10.72931495
22976012,10.64543198
22976014,10.63608912
22976016,10.68216139
22976018,10.67174513
22976020,10.69178216
22976022,10.81310852
22976024,10.82053031
22976026,10.87122744
22976028,10.8741303
22976030,10.88558197
22976032,10.89262928
22976034,10.96458617
22976036,10.96457745
22976038,10.9645695
22976040,10.96454048
22976042,10.96356015
22976044,10.95865433
22976046,10.95860806
22976050,10.21694582
22976052,10.148819
22976054,10.10777827
22976056,10.07424244
22976058,10.15366529
22976060,9.971726758
22976062,9.720946226
22976064,10.95842096
22976068,10.95815387
22976070,12.15071781
22976072,10.95732097
22976074,10.95725384
22976076,10.9571783
22976078,10.95677941
22976080,10.95675018
22976082,10.95111319
22976084,10.95031689
22976086,10.95770747
22976088,10.95768691
22976090,10.9576714
22976092,10.95766321
22976094,10.95814015
22976096,10.95804402
22976098,10.95797455
22976100,10.5706035
22976102,10.63333259
22976104,10.60112288
22976106,10.60567613
22976108,10.5241784
22976110,10.56441516
22976112,10.55641605
22976114,10.64319179
22976116,10.73235848
22976118,10.73619784
22976120,10.81392956
22976122,10.51667735
22976124,10.56000426
22976126,10.46689327
22976128,10.44331992
22976130,10.32252497
22976132,10.51376301
22976134,10.71709036
22976136,10.39778477
22976138,10.13343621
22976140,10.14046788
22976142,10.14497538
22976144,10.12397758
22976146,10.10815625
22976148,10.10258328
22976150,10.46304488
22976152,10.4572627
22976154,10.37169236
22976156,10.42419978
22976158,10.4399504
22976160,10.437718
22976162,10.4391213
22976164,10.38791775
22976166,10.43008068
22976168,10.37754587
22976170,10.55528936
22976172,10.5606389
22976174,10.73536239
22976176,10.79785596
22976178,10.28847767
22976180,10.35826868
22976182,10.47697946
22976184,10.42141476
22976186,10.47960767
22976188,10.47248422
22976190,10.48030403
22976192,10.4890256
22976194,10.26713482
22976196,10.31544532
22976198,10.32422626
22976200,10.34952501
22976202,10.20334972
22976204,10.18788464
22976206,10.19907238
22976208,10.45121753
22976210,10.48453012
22976212,10.51829865
22976214,10.54239653
22976216,10.58496272
22976218,10.67662044
22976220,10.71802856
22976222,10.71053508
22976224,10.6406665
22976226,10.45858277
22976228,10.18226871
22976230,10.31137926
22976232,10.31127128
22976234,10.3153196
22976236,10.31493873
22976238,10.30386372
22976240,10.28483856
22976272,10.94465191
22976274,10.54602842
22976276,10.4771421
22976278,10.15065904
22976280,10.77312529
22976282,10.50279568
22976284,10.5204638
22976286,10.52951228
22976288,10.56229145
22976290,10.53407921
22976292,10.56088972
22976294,10.61536947
22976296,10.64352601
22976298,10.60145124
22976300,10.76025678
22976302,10.82769197
22976304,10.83668589
22976306,10.78812029
22976308,10.74713322
22976310,11.29775553
22976312,11.27181529
22976314,10.27736022
22976316,10.64970872
22976318,10.36588831
22976320,10.48833577
22976322,10.49412641
22976324,10.29967256
22976326,10.94344732
22976328,11.96774706
22976330,10.94344189
22976332,10.94336506
22976336,10.94336324
22976338,10.49604018
22976340,10.49598806
22976342,10.49349848
22976344,10.47493607
22976346,10.41739223
22976348,10.28625484
22976350,10.28578464
22976352,10.29116161
22976354,10.48441385
22976356,10.68160597
22976358,10.90576471
22976360,10.94309426
22976362,10.93397631
22976364,10.93394105
22976366,10.93392935
22976368,10.93392866
22976370,10.93392054
22976372,10.93392038
22976374,10.93392038
22976376,10.9339198
22976378,10.93391
22976380,10.93386895
22976382,10.92898108
22976384,10.9289307
22976386,10.56281167
22976388,10.6783885
22976390,10.65973382
22976392,10.62077681
22976394,10.68285844
22976396,10.8185468
22976398,10.96321802
22976400,10.98200185
22976402,10.71785511
22976404,10.89908289
22976406,10.92880959
22976408,10.92879484
22976410,10.92879404
22976412,10.92878268
22976414,10.92876053
22976416,10.92875623
22976418,10.51216198
22976420,10.51216198
22976422,10.50040925
22976424,10.48992978
22976426,10.51246268
22976428,10.5171087
22976430,10.52320478
22976432,10.50793644
22976434,10.60557927
22976436,10.59431609
22976438,10.69373575
22976440,10.66614795
22976442,10.84702792
22976444,10.43641616
22976446,10.62548846
22976448,10.51221309
22976450,10.78079965
22976452,10.92873226
22976454,10.92842182
22976456,10.92808828
22976458,10.92768535
22976460,10.92768347
22976462,10.92762766
22976464,10.40818236
22976466,10.71378093
22976468,10.92742728
22976470,10.30380927
22976472,10.30860806
22976474,10.26702081
22976476,10.45393435
22976478,10.43235008
22976480,10.54660665
22976482,10.5104327
22976484,10.29648111
22976486,10.81401984
22976488,10.92731789
22976490,10.92719674
22976492,10.92718557
22976494,10.92715525
22976496,10.92715504
22976498,10.92713787
22976500,10.92701168
22976502,10.92211757
22976504,10.9221028
22976506,10.6271757
22976508,10.65018724
22976510,10.64728936
22976512,10.66525961
22976514,10.62585615
22976516,10.54625037
22976518,10.27470378
22976520,10.02024393
22976522,10.02506202
22976524,10.07287728
22976526,10.12533487
22976528,10.26027019
22976530,9.964246519
22976532,10.01818293
22976534,10.02577813
22976536,9.890053173
22976538,10.3016654
22976540,10.38511711
22976542,10.38510558
22976544,10.38501335
22976546,10.28664703
22976548,10.28863259
22976550,10.30693241
22976552,10.26477961
22976554,10.25471212
22976556,10.19882509
22976558,10.03334165
22976560,10.09833376
22976562,10.32485462
22976564,10.30026782
22976566,9.931830092
22976568,10.14608664
22976570,10.59298983
22976572,10.59295178
22976574,10.58162495
22976576,10.57526545
22976578,10.56468456
22976580,10.59298277
22976582,10.59269123
22976584,10.52169726
22976586,10.52136596
22976588,10.75538979
22976590,10.5152771
22976592,10.5100726
22976594,10.69139164
22976596,10.71732081
22976598,10.82619849
22976600,10.95131525
22976602,10.92229456
22976604,10.83132372
22976606,10.68458417
22976608,10.99782281
22976610,10.50600137
22976612,10.47188254
22976614,10.56833543
22976616,10.49276921
22976618,10.48705279
22976620,10.48189646
22976622,10.48132319
22976624,10.47610153
22976626,10.45895064
22976628,10.38318784
22976630,10.19049718
22976632,10.19549372
22976634,10.1565709
22976636,10.19197296
22976640,10.23741911
22976642,9.987722693
22976644,9.988475623
22976646,9.800341431
22976648,9.700390295
22976650,9.835112798
22976652,9.122214115
22976654,8.841026531
22976656,10.21947137
22976658,10.25456675
22976660,10.28889285
22976662,10.29361338
22976664,10.32190565
22976666,10.32961408
22976668,10.33646247
22976670,10.33473834
22976672,10.34999151
22976674,10.32277534
22976676,10.33854822
22976678,10.30764942
22976680,10.30101406
22976682,10.3369599
22976684,10.37615302
22976686,10.34554679
22976688,10.35611054
22976690,10.40881506
22976692,10.35644895
22976694,10.36409201
22976696,10.43206361
22976698,10.09498781
22976700,10.50220943
22976702,10.57268504
22976704,10.34886303
22976708,10.35985742
22976710,10.58373478
22976712,10.57262484
22976714,10.5091702
22976716,10.76351354
22976718,10.33872006
22976720,10.34274113
22976722,10.34535042
22976724,10.29727142
22976726,10.27437294
22976728,10.27808094
22976730,10.28203837
22976732,10.27992339
22976734,10.57443236
22976736,10.56931412
22976738,10.56282873
22976740,10.62912552
22976742,10.72641395
22976744,10.69430284
22976746,10.72380504
22976748,10.23972314
22976750,10.33902812
22976752,10.35547785
22976754,10.35672751
22976756,10.32651894
22976758,10.35913922
22976760,10.28402897
22976762,10.34715526
22976764,10.35190162
22976766,10.35681818
22976768,10.32733159
22976770,10.35056242
22976772,10.34891318
22976774,10.3400613
22976776,10.3401008
22976778,10.41861907
22976780,10.27790716
22976782,10.82534498
22976784,10.17293996
22976786,10.18459017
22976788,10.1892944
22976790,10.16548708
22976792,10.13808776
22976794,10.36655575
22976796,10.40605693
22976798,10.2758187
22976800,10.17039273
22976802,9.837309932
22976804,9.693155767
22976806,10.37142542
22976808,10.42289481
22976810,10.54370423
22976812,10.56037228
22976814,10.56164402
22976816,10.55081085
22976818,9.692401877
22976820,9.497798907
22976822,9.489395194
22976824,9.446823802
22976826,9.304192055
22976828,9.332428839
22976830,9.314357975
22976832,9.206102767
22976834,9.224226674
22976836,9.079222523
22976838,8.788224081
22976840,9.946473872
22976842,9.952248495
22976844,9.956688521
22976846,10.00412114
22976850,10.15784065
22976852,10.14936901
22976854,10.1676014
22976856,10.44254547
22976858,10.25026779
22976860,10.0512287
22976862,10.17121136
22976864,9.737285829
22976866,10.50750476
22976868,10.44000973
22976870,10.47411591
22976872,10.48644132
22976874,10.48968097
22976876,10.49016553
22976878,10.5052371
22976880,10.48572053
22976882,10.42195835
22976884,10.4240321
22976886,10.38038136
22976888,10.20170346
22976890,10.23137427
22976892,10.19883019
22976894,9.699445496
22976896,9.658901318
22976898,9.676799618
22976900,9.708176462
22976902,10.18284535
22976904,9.837641031
22976906,9.791805353
22976908,10.46967477
22976910,10.50683981
22976912,10.57383784
22976914,10.53796908
22976916,10.54099401
22976918,10.47077318
22976920,10.52903772
22976922,10.54805128
22976924,10.75453976
22976926,10.88543938
22976928,11.13953218
22976930,11.09794444
22976932,11.31065537
22976934,10.89269851
22976936,10.7854786
22976938,10.79446382
22976940,10.83356066
22976942,10.84349863
22976944,10.7445123
22976946,10.67581741
22976948,10.62455777
22976950,10.51975516
22976952,10.51970092
22976954,10.67166106
22976956,10.67164267
22976958,10.74200147
22976960,10.68755018
22976962,10.6775113
22976964,10.54215265
22976966,10.55573464
22976968,10.53858194
22976970,10.54694928
22976972,10.54044089
22976974,10.53299175
22976976,10.52535801
22976978,10.50221643
22976980,10.46590475
22976982,10.48196806
22976984,10.4831085
22976986,10.45866815
22976988,10.44816761
22976990,10.43917785
22976992,10.49003682
22976994,10.38463562
22976996,10.29198485
22976998,10.22790023
22977000,10.21659361
22977002,10.30096635
22977004,10.28772899
22977006,10.30369492
22977008,10.4086741
22977010,10.39955672
22977012,10.23695239
22977014,10.40130012
22977016,10.51691476
22977018,11.07351539
22977020,10.75290575
22977022,10.7638139
22977024,10.76379918
22977026,10.76829154
22977028,10.7738706
22977030,10.78418082
22977032,10.89404335
22977034,10.89423504
22977036,10.90813665
22977038,10.88735009
22977040,11.02942992
22977042,11.00469366
22977046,11.01014283
22977048,11.00299904
22977050,10.99530414
22977052,10.99455338
22977054,10.99435921
22977056,11.01187363
22977058,11.0206309
22977060,11.01460743
22977062,11.00025754
22977064,10.9761588
22977066,11.2973544
22977068,11.42229882
22977070,11.60945055
22977072,11.59425546
22977074,11.50126683
22977076,11.54569588
22977078,11.43885985
22977080,11.48856048
22977082,10.86418606
22977084,10.89514448
22977086,10.90116124
22977088,10.95663973
22977090,10.9309306
22977092,10.93506377
22977094,10.97375455
22977096,11.04290927
22977098,11.0645588
22977100,11.01844891
22977102,11.31402028
22977104,11.15160218
22977106,11.15124389
22977108,11.15584195
22977110,10.90614284
22977112,11.59104956
22977114,11.41965378
22977116,11.56436069
22977118,10.97171466
22977120,11.61916051
22977122,11.65135244
22977124,11.59750373
22977126,11.69088389
22977128,11.52952124
22977130,10.99533065
22977132,10.99532171
22977134,10.99507117
22977136,11.01604964
22977138,11.02044666
22977140,11.02042689
22977142,11.02030322
22977144,11.0201844
22977146,11.0217212
22977148,11.02163177
22977150,11.02142112
22977152,11.02139476
22977154,11.02132622
22977156,11.01594216
22977158,11.0158945
22977160,11.02037887
22977162,11.0302063
22977164,11.03425648
22977166,11.02726032
22977168,11.0402891
22977170,11.01818307
22977172,11.01799679
22977174,11.01127117
22977176,11.01955295
22977178,10.93117193
22977180,10.83926677
22977182,10.99537778
22977184,11.26837515
22977186,11.0379479
22977188,10.91866299
22977190,10.9529949
22977192,10.99412944
22977194,10.9524691
22977196,10.96379253
22977198,10.97502605
22977200,10.96647692
22977202,10.96200987
22977204,10.89561041
22977206,10.90071755
22977208,10.88965909
22977210,10.79526988
22977212,10.76567911
22977214,10.85316762
22977216,10.78218724
22977218,10.79391264
22977220,10.79503865
22977222,10.80031787
22977224,10.96299942
22977226,11.17589116
22977228,11.17220924
22977230,10.68538894
22977232,10.5938766
22977234,11.1112446
22977236,11.41116982
22977238,10.84035288
22977240,10.84035288
22977242,10.70197497
22977244,10.7907864
22977246,10.88962678
22977248,10.70286398
22977252,10.08566193
22977254,10.22392022
22977256,10.45430873
22977258,10.84922996
22977260,10.9497877
22977262,10.95417432
22977264,11.11026631
22977266,11.1550558
22977268,11.03739992
22977270,10.98271088
22977272,11.04189719
22977274,11.03931029
22977276,10.82120474
22977278,10.72694365
22977280,10.45085904
22977282,10.45067307
22977284,11.05392664
22977286,10.8119405
22977288,11.07611306
22977290,11.15685602
22977292,11.16044001
22977294,10.42316776
22977296,10.70801408
22977298,11.15263977
22977300,10.88831164
22977302,10.88399692
22977304,11.05263323
22977306,10.09928001
22977308,10.03211977
22977310,10.08695333
22977312,10.16651932
22977314,10.18965608
22977316,10.14750259
22977318,10.13830676
22977320,10.05054549
22977322,9.966730974
22977324,9.723167897
22977326,10.03114246
22977328,10.4696597
22977330,10.52755925
22977332,10.54519351
22977334,10.59111303
22977336,10.64997327
22977338,10.59982942
22977340,10.64706709
22977342,10.750742
22977344,10.71247521
22977346,10.3571684
22977348,10.35693229
22977350,10.74331495
22977352,10.73526279
22977354,10.56546441
22977356,10.67433807
22977358,10.71114261
22977360,10.30551026
22977362,10.62289864
22977364,10.4936364
22977366,11.20879597
22977368,11.20187844
22977370,11.28349239
22977372,10.00467102
22977374,10.00462821
22977376,9.938209025
22977378,9.920813487
22977380,10.55598183
22977382,10.66051546
22977384,10.68186658
22977386,10.75053924
22977388,10.3493434
22977390,11.19163797
22977392,10.38822369
22977394,10.23854618
22977396,10.30247753
22977398,9.981874326
22977400,9.969506472
22977402,9.973067493
22977404,10.18740688
22977406,10.57255979
22977408,10.61230221
22977410,10.71458454
22977412,10.71458454
22977414,10.75253411
22977416,10.75640117
22977418,10.94146596
22977420,10.89503538
22977422,11.05684041
22977424,11.29811423
22977426,10.21045361
22977428,10.50420747
22977432,10.90739062
22977434,11.79770258
22977436,10.72571283
22977438,10.72571283
22977440,10.82343457
22977442,11.00073861
22977444,10.9881589
22977446,10.99324367
22977448,11.04177486
22977450,10.22936338
22977452,10.019412
22977454,10.02258354
22977456,10.82073805
22977458,11.00541516
22977460,10.83387024
22977462,10.12937268
22977464,10.76377875
22977466,10.90681619
22977468,10.64808691
22977470,10.55504776
22977472,10.6402085
22977474,10.67908611
22977476,10.47457043
22977478,10.70247926
22977480,10.66229079
22977482,10.57566919
22977484,10.57555206
22977486,10.54008374
22977488,10.61470673
22977490,10.77339239
22977492,11.11211986
22977494,11.0572866
22977496,11.10438292
22977498,11.19254282
22977500,10.78071106
22977502,10.78783634
22977504,11.10385904
22977506,10.43364147
22977508,10.79822957
22977510,10.73797999
22977512,10.65017441
22977514,10.35409301
22977516,10.83661158
22977518,10.55932968
22977520,10.54832818
22977522,10.1626673
22977524,10.27153804
22977526,9.509126541
22977528,9.875462146
22977530,10.34025548
22977534,10.77339401
22977536,10.77816394
22977538,10.75410037
22977540,10.78163067
22977542,10.20728305
22977544,10.28212149
22977546,10.31480974
22977548,10.26362403
22977550,10.22121551
22977552,10.26218046
22977554,10.28176741
22977556,10.48782405
22977558,10.2806444
22977560,9.793962695
22977562,10.34751164
22977564,10.4485824
22977566,9.994091376
22977568,10.39474782
22977570,10.6374432
22977572,10.63736939
22977574,10.63715302
22977576,10.59260117
22977578,10.09172327
22977580,9.924103153
22977582,10.00225076
22977584,10.12952276
22977586,9.913810591
22977588,10.66626037
22977590,9.982565121
22977592,10.51758553
22977594,10.52120833
22977596,10.566858
22977598,10.98776643
22977600,10.97932998
22977602,11.03359737
22977604,11.1568269
22977606,11.15674717
22977608,11.19362648
22977610,11.24866552
22977612,11.25685126
22977614,11.31021672
22977616,11.4353214
22977618,11.55966109
22977620,11.61771088
22977622,11.77994627
22977624,11.76446615
22977626,11.77231824
22977628,11.65805552
22977630,11.72120038
22977632,11.70522765
22977634,11.40688909
22977636,10.35252587
22977638,10.38024517
22977640,10.22269205
22977642,10.07518211
22977644,10.19685402
22977646,10.64077846
22977648,10.7775105
22977650,10.26514347
22977652,10.15045388
22977654,10.14284054
22977656,9.979106532
22977658,9.794132597
22977660,10.165785
22977662,10.39475483
22977664,10.72605949
22977666,10.83218871
22977668,10.89712526
22977670,10.89117674
22977674,10.8615655
22977676,10.94905138
22977678,10.17993514
22977680,10.13644635
22977682,10.26677913
22977684,10.38315499
22977686,10.05161606
22977688,10.2925268
22977690,9.579040583
22977692,10.83872473
22977694,10.99637958
22977696,9.828782785
22977698,11.2028351
22977700,10.73621891
22977702,10.87709031
22977704,11.1569785
22977706,10.59109438
22977708,10.96096612
22977710,11.11258376
22977712,10.88659015
22977714,10.57273493
22977716,10.71015744
22977718,10.87663343
22977720,11.02604196
22977722,10.97348816
22977724,11.03959868
22977726,10.98894732
22977728,10.7437465
22977730,11.16479385
22977732,11.3230118
22977734,9.982323545
22977736,10.92288108
22977738,10.19966936
22977740,10.80502538
22977742,10.59335907
22977744,10.95590178
22977746,10.61238792
22977748,10.75312301
22977750,9.55303106
22977752,10.83006875
22977754,11.16925862
22977756,11.0501051
22977758,10.33776026
22977760,11.8234645
22977762,11.42025089
22977764,10.74104612
22977766,11.25691591
22977768,11.60822094
22977770,10.97824285
22977772,10.96051464
22977774,10.84419098
22977776,11.23849903
22977778,10.98624428
22977780,11.7532103
22977782,11.03382987
22977784,10.96526881
22977786,11.15307368
22977790,11.59510416
22977792,11.12477782
22977794,11.73208791
22977796,11.23869551
22977798,10.95560277
22977800,11.11435261
22977802,11.84341732
22977804,11.98387485
22977806,11.47774639
22977808,7.945894802
22977810,11.42653872
22977812,10.90071605
22977814,10.69973523
22977816,10.63649768
22977818,11.15983156
22977820,11.08950476
22977822,10.71446102
22977824,9.347530341
22977826,10.49602386
22977828,8.2204418
22977830,11.04799356
22977832,11.1120655
22977834,11.03763442
22977836,10.47694425
22977838,10.89695213
22977840,11.5108231
22977842,10.65813255
22977844,10.47420238
22977848,10.8951588
22977852,11.09428927
22977856,10.85227283
22977858,10.8430978
22977860,9.920047558
22977862,10.63941775
22977864,10.84326142
22977866,10.92916609
22977868,11.52445281
22977870,10.51617105
22977872,10.8920986
22977874,10.89273291
22977876,10.87541451
22977878,10.86207223
22977880,10.8447025
22977882,11.29425279
22977884,11.09921917
22977886,10.84474927
22977888,11.09921917
22977890,10.84002857
22977892,10.95105924
22977894,10.96991476
22977896,10.97865129
22977898,10.96987798
22977900,10.82633053
22977902,11.6140018
22977904,9.467610011
22977906,10.93756975
22977908,10.97441284
22977910,10.93760608
22977912,10.43355748
22977914,10.44120225
22977916,11.55512002
22977918,11.28566129
22977920,11.39559978
22977922,10.42216196
22977926,11.15985066
22977928,10.75864285
22977930,10.83399043
22977932,10.03417256
22977934,11.15892241
22977936,10.57638188
22977938,11.31020632
22977940,10.72248886
22977946,10.90325009
22977948,7.963026959
22977950,10.81830882
22977952,10.73220316
22977956,10.94630991
22977958,11.02014255
22977960,10.61148374
22977964,11.93644588
22977966,10.03793012
22977968,10.95568768
22977970,10.68107934
22977972,10.50094974
22977974,11.55178207
22977976,10.99983498
22977978,11.64031136
22977980,11.71204745
22977982,11.02626926
22977984,10.91467749
22977986,10.885389
22977988,10.88314657
22977990,10.70391485
22977992,11.13992314
22977994,10.87301644
22977996,11.10643476
22977998,11.76650367
22978000,11.36593551
22978002,11.00307331
22978006,10.70228267
22978010,11.2188739
22978014,10.99542192
22978016,11.85917035
22978018,11.16260257
22978020,10.99069587
22978022,9.965615796
22978024,11.11777279
22978028,11.48342463
22978030,9.919798377
22978032,11.08629394
22978034,11.67328108
22978036,10.85955537
22978038,11.10340965
22978040,8.489762871
22978042,10.83007294
22978044,10.97561496
22978046,11.936705
22978048,10.27473994
22978050,10.2073563
22978052,10.13197152
22978054,10.94673789
22978056,10.93238656
22978058,10.92052896
22978060,10.65769967
22978062,10.8052878
22978064,11.75746527
22978066,10.99453397
22978068,9.538453265
22978070,10.09739652
22978072,9.652296121
22978074,11.14542785
22978076,9.59766204
22978078,10.81589145
22978082,10.81285882
22978084,11.02636582
22978086,10.97114397
22978088,10.65369216
22978090,10.12818633
22978092,10.94277131
22978096,10.95619677
22978098,9.03140204
22978102,10.73539129
22978106,10.90315486
22978108,10.18129908
22978110,11.03574446
22978112,10.57622132
22978114,9.489826451
22978116,10.4011992
22978118,10.98201237
22978120,11.10338867
22978122,10.93648494
22978124,10.31134401
22978126,10.94407843
22978128,11.83647514
22978130,11.02848205
22978132,10.8781739
22978136,10.9062579
22978140,9.714461287
22978142,11.30396082
22978144,11.84103741
22978146,10.70801961
22978148,10.98024004
22978150,11.81928656
22978152,9.341731253
22978154,8.252956112
22978158,9.714620509
22978160,11.00921604
22978162,9.552012789
22978164,9.85350394
22978166,9.765171416
22978168,9.51345721
22978170,11.25365976
22978176,9.826228798
22978178,11.99879347
22978180,11.70946202
22978182,9.994451962
22978184,11.84472863
22978186,10.86143404
22978188,8.39309313
22978190,10.01763839
22978194,9.370394938
22978196,10.78521179
22978198,9.25588869
22978200,9.495429892
22978202,11.1670313
22978204,10.33866337
22978206,10.0293423
22978208,11.70361839
22978212,10.44685801
22978214,9.606691221
22978216,11.02197965
22978218,10.42795288
22978220,9.709924203
22978222,10.32155239
22978224,11.90197509
22978228,10.6640026
22978230,10.63735382
22978232,11.32445669
22978234,9.768964207
22978236,11.00740976
22978238,11.92651115
22978240,8.903943775
