COMID,Stream DOC
23103712,0.781818182
23103716,3.246353718
23103718,3.256826242
23103720,0.781818182
23103722,0.781818182
23103724,2.59259105
23103726,0.781818182
23103728,0.781818182
23103730,0.781818182
23103732,0.781818182
23103736,2.451118803
23103738,0.781818182
23103742,1.247023512
23103744,0.781818182
23103746,4.409189104
23103748,3.955674483
23103750,3.957801266
23103752,3.958283488
23103756,0.85387854
23103758,2.086945541
23103760,1.700196451
23103764,0.781818182
23103766,0.781818182
23103768,0.781818182
23103770,3.184362394
23103772,3.637637007
23103774,1.226121513
23103776,0.781818182
23103778,0.781818182
23103780,0.781818182
23103782,0.781818182
23103784,0.781818182
23103786,0.781818182
23103788,0.781818182
23103790,1.811156672
23103792,0.781818182
23103794,1.594953548
23103796,0.781818182
23103798,0.781818182
23103800,1.950343336
23103802,0.781818182
23103804,1.841249743
23103806,2.979624583
23103808,0.781818182
23103810,0.781818182
23103812,0.911863853
23103814,0.781818182
23103816,0.781818182
23103820,1.897866545
23103822,0.781818182
23103824,0.781818182
23103826,0.781818182
23103828,3.724883739
23103830,0.781818182
23103832,0.781818182
23103834,0.781818182
23103838,0.781818182
23103840,1.973780434
23103842,3.041809192
23103844,1.816542251
23103846,1.502999859
23103848,1.430527935
23103850,4.239234849
23103852,3.336768571
23103854,0.781818182
23103856,1.449325801
23103858,0.781818182
23103860,0.781818182
23103862,0.781818182
23103864,0.781818182
23103866,3.86517398
23103868,0.781818182
23103870,0.781818182
23103872,0.781818182
23103874,0.781818182
23103876,0.781818182
23103878,0.781818182
23103880,0.781818182
23103882,0.781818182
23103884,4.408115337
23103886,0.781818182
23103888,0.781818182
23103890,4.408352068
23103892,2.215887876
23103894,4.406905733
23103896,3.959989425
23103900,0.781818182
23103902,0.781818182
23103904,0.781818182
23103906,0.781818182
23103908,0.781818182
23103910,3.151991942
23103912,4.039258835
23103914,0.781818182
23103916,2.681991217
23103918,0.781818182
23103920,1.693219349
23103922,1.689243711
23103924,4.405732258
23103926,4.036216543
23103928,1.332187457
23103932,4.078923679
23103934,3.898514572
23103936,3.80957387
23103938,0.782418851
23103940,3.047987315
23103942,1.863982477
23103944,0.781818182
23103946,0.781818182
23103948,3.572921544
23103950,1.206125979
23103952,0.800163578
23103954,0.781818182
23103956,3.776520409
23103958,0.781818182
23103960,3.651511585
23103962,2.809453776
23103964,0.781818182
23103966,0.781818182
23103968,0.781818182
23103970,0.781818182
23103972,0.824190314
23103974,1.548877307
23103976,0.838251601
23103978,0.781818182
23103980,1.089765375
23103982,0.781818182
23103984,1.47898634
23103986,0.781818182
23103990,3.793062368
23103992,1.479751671
23103994,0.781818182
23103998,0.781818182
23104000,0.781818182
23104002,1.764012928
23104004,2.935504423
23104006,0.781818182
23104008,1.659085478
23104010,2.755514647
23104012,0.781818182
23104014,0.781818182
23104016,1.078775905
23104018,2.528634687
23104020,2.962959738
23104022,1.8388868
23104024,4.416772874
23104026,3.848120587
23104028,0.781818182
23104030,0.781818182
23104036,3.629010526
23104038,2.537305547
23104040,3.2645239
23104042,3.908932247
23104044,3.535731699
23104046,0.781818182
23104048,0.781818182
23104050,0.781818182
23104052,0.781818182
23104054,0.781818182
23104056,1.975836737
23104058,3.66885101
23104060,3.656391763
23104062,1.064769401
23104064,0.781818182
23104066,0.781818182
23104068,0.781818182
23104070,2.371423284
23104072,2.428763982
23104076,0.781818182
23104080,2.792168123
23104082,1.226222455
23104084,0.781818182
23104086,0.781818182
23104088,0.781818182
23104090,2.500052913
23104092,1.983309863
23104094,0.781818182
23104096,0.819506496
23104098,0.781818182
23104100,0.781818182
23104102,3.354480139
23104104,1.695085673
23104106,2.882657087
23104108,0.781818182
23104110,0.781818182
23104112,0.781818182
23104114,3.986492734
23104116,0.781818182
23104118,3.30843672
23104120,4.35642394
23104124,4.420569311
23104126,4.075152148
23104128,3.960919275
23104130,3.716255082
23104132,0.781818182
23104134,2.832060036
23104138,0.781818182
23104140,0.781818182
23104142,3.700812714
23104144,3.890623604
23104146,4.398020217
23104148,0.781818182
23104150,0.781818182
23104152,4.050594371
23104154,4.318762192
23104156,3.715966681
23104158,4.318762192
23104160,1.081427382
23104162,0.781818182
23104164,0.781818182
23104166,0.781818182
23104168,0.781818182
23104170,4.419128748
23104172,0.781818182
23104174,0.781818182
23104176,0.781818182
23104178,0.781818182
23104180,3.652040927
23104182,3.584312206
23104184,4.077946787
23104186,3.341511577
23104190,4.117375628
23104192,3.462427122
23104194,4.406732325
23104196,2.094302947
23104198,3.119719493
23104200,0.900308378
23104202,3.922554187
23104204,0.781818182
23104206,2.696453581
23104208,0.781818182
23104210,0.781818182
23104212,4.127681862
23104214,2.889408699
23104216,3.247806201
23104218,2.972749006
23104220,4.341900432
23104222,3.724295644
23104224,3.256718759
23104226,0.781818182
23104228,2.372402699
23104232,3.574990086
23104234,2.164852283
23104236,0.781818182
23104238,3.744926252
23104240,4.403055073
23104242,3.291037789
23104244,1.980064105
23104246,3.449398129
23104248,3.384860158
23104250,2.511931127
23104252,0.781818182
23104254,3.689855013
23104256,2.695113583
23104258,3.657188662
23104260,0.781818182
23104262,0.781818182
23104264,2.99178798
23104266,0.781818182
23104268,3.696268856
23104270,3.555686182
23104272,3.858952555
23104274,2.266730357
23104276,4.415698296
23104278,2.864495151
23104280,3.386728604
23104282,3.598013705
23104284,3.862156311
23104286,3.960218268
23104288,2.686692612
23104290,3.394933156
23104292,0.781818182
23104294,0.781818182
23104296,3.514589417
23104298,0.781818182
23104300,2.507650377
23104302,3.458507833
23104304,3.949651149
23104306,3.483846857
23104308,4.425520113
23104310,3.151385192
23104312,3.532903834
23104314,0.781818182
23104316,0.781818182
23104318,0.781818182
23104320,3.501396365
23104322,0.781818182
23104324,3.400878959
23104328,0.781818182
23104330,0.781818182
23104332,0.781818182
23104334,0.781818182
23104340,2.995905781
23104342,4.008608252
23104346,0.781818182
23104348,3.544667434
23104350,2.261534089
23104352,3.440971274
23104354,0.781818182
23104356,3.561710376
23104358,2.987734524
23104360,0.781818182
23104364,2.999221862
23104366,0.781818182
23104368,3.541894964
23104370,0.781818182
23104374,1.699183025
23104376,0.781818182
23104380,4.417800628
23104382,3.906485079
23104384,0.781818182
23104386,0.781818182
23104390,0.781818182
23104392,3.278753052
23104396,3.740952016
23104400,3.227016703
23104402,2.412310256
23104404,3.915388819
23104408,0.781818182
23104410,3.5653881
23104412,4.017121993
23104414,4.393989849
23104416,0.781818182
23104418,3.863453693
23104420,2.926309142
23104422,4.023720908
23104426,0.781818182
23104430,3.749970903
23104434,3.710467358
23104438,3.699477109
23104440,1.375970004
23104444,3.436436105
23104450,1.925494632
23104454,1.210338098
23104456,3.741047643
23104458,4.335211102
23104462,3.911518133
23104464,0.781818182
23104466,0.781818182
23104468,3.925648943
23104470,2.303714674
23104472,2.013179311
23104474,0.781818182
23104476,2.595653423
23104478,2.044415174
23104480,4.010118047
23104484,2.344769505
23104486,2.376262391
23104490,0.781818182
23104492,0.781818182
23104494,0.781818182
23104496,0.781818182
23104500,3.856251609
23104502,0.781818182
23104508,0.781818182
23104510,4.285132774
23104514,3.774366492
23104518,2.016873532
23104520,0.781818182
23104528,0.781818182
23104530,0.813933796
23104536,0.781818182
23104540,0.781818182
23104544,4.142687369
23104546,3.859604166
23104550,2.402260275
23104554,0.781818182
23104556,0.781818182
23104558,0.781818182
23104564,1.91912518
23104570,2.803866658
23104572,0.781818182
23104574,2.519313927
23104576,2.002741813
23104578,2.986223795
23104580,1.495171659
23104584,3.848187819
23104586,0.781818182
23104590,1.991649623
23104594,0.781818182
23104600,0.781818182
23104602,0.781818182
23104604,2.626314558
23104606,0.781818182
23104612,0.781818182
23104614,0.781818182
23104616,0.781818182
23104618,3.604473441
23104626,0.781818182
23104628,0.781818182
23104640,2.627305514
23104644,2.577793555
23104650,0.781818182
23104652,0.781818182
23104654,0.781818182
23104660,0.781818182
23104662,0.992470092
23104664,2.060290242
23104670,2.99145061
23104672,0.781818182
23104674,1.837816834
23104676,0.781818182
23104678,0.781818182
23104684,0.781818182
23104686,3.803874797
23104688,0.781818182
23104692,0.781818182
23104694,0.781818182
23104696,3.266804559
23104698,0.781818182
23104700,0.781818182
23104706,2.974815272
23104708,0.781818182
23104712,0.781818182
23104718,0.781818182
23104720,0.781818182
23104724,0.781818182
23104728,3.063987051
23104730,3.211464914
23104734,0.781818182
23104736,0.781818182
23104738,0.781818182
23104740,0.781818182
23104742,0.781818182
23104744,3.492252952
23104746,2.862998125
23104748,1.898620386
23104752,3.065984672
23104754,0.781818182
23104756,3.199830214
23104760,0.781818182
23104762,0.781818182
23104764,3.297755817
23104766,3.361420091
23104768,0.781818182
23104770,0.781818182
23104772,0.781818182
23104774,0.781818182
23104776,2.03041998
23104782,0.781818182
23104784,0.781818182
23104786,2.932764873
23104788,0.781818182
23104790,0.781818182
23104792,0.781818182
23104794,0.781818182
23104796,0.781818182
23104800,2.921598504
23104804,0.781818182
23104806,0.781818182
23104808,0.98898236
23104810,2.949898062
23104812,2.634692583
23104814,2.122876615
23104818,2.894783379
23104820,0.781818182
23104822,0.781818182
23104824,0.781818182
23104826,0.781818182
23104828,2.05180649
23104830,0.81052049
23104832,0.781818182
23104834,0.781818182
23104836,1.434133014
23104840,0.796294757
23104848,0.781818182
23104850,0.781818182
23104852,0.781818182
23104854,3.0112661
23104858,1.733168783
23104864,0.781818182
23104866,0.781818182
23104868,0.781818182
23104874,0.781818182
23104876,0.781818182
23104878,0.781818182
23104880,0.781818182
23104886,0.781818182
23104888,0.781818182
23104890,0.781818182
23104892,0.884452465
23104894,1.417150397
23104896,0.781818182
23104904,0.781818182
23104910,2.525711527
23104912,0.781818182
23104914,0.781818182
23104916,0.781818182
23104918,0.781818182
23104920,0.781818182
23104924,0.781818182
23104926,0.790531737
23104928,2.150673259
23104930,0.781818182
23104932,0.781818182
23104934,0.781818182
23104938,0.781818182
23104940,0.781818182
23104946,0.781818182
23104948,0.781818182
23104950,2.575634216
23104952,2.207482071
23104954,0.781818182
23104956,2.401302418
23104958,0.781818182
23104960,1.961321778
23104962,0.781818182
23104964,1.829300304
23104968,1.907276974
23104970,0.781818182
23104972,3.633725931
23104976,0.781818182
23104978,0.781818182
23104980,0.920532519
23104982,0.781818182
23104984,2.586669223
23104986,0.781818182
23104988,0.781818182
23104990,2.00496448
23104992,0.781818182
23104994,1.338097097
23104998,0.781818182
23105000,0.781818182
23105002,1.820294033
23105004,0.781818182
23105006,0.781818182
23105008,0.781818182
23105010,0.781818182
23105012,0.823953339
23105016,0.781818182
23105018,0.781818182
23105020,2.841870717
23105024,0.781818182
23105028,1.591895508
23105030,0.781818182
23105034,0.781818182
23105036,0.781818182
23105038,0.781818182
23105040,3.073573498
23105042,0.781818182
23105044,0.781818182
23105048,0.781818182
23105050,0.781818182
23105056,0.781818182
23105058,0.781818182
23105060,0.918659399
23105066,0.781818182
23105068,0.781818182
23105070,0.781818182
23105072,0.781818182
23105074,0.781818182
23105076,0.781818182
23105078,0.781818182
23105080,3.335276966
23105082,0.781818182
23105084,1.012789753
23105086,3.277169176
23105088,0.781818182
23105090,0.781818182
23105092,3.598366594
23105094,0.781818182
23105096,0.781818182
23105100,0.781818182
23105102,0.781818182
23105104,1.315867225
23105106,0.781818182
23105108,0.781818182
23105110,0.781818182
23105112,0.781818182
23105114,0.781818182
23105116,0.781818182
23105118,0.926420877
23105120,0.781818182
23105122,0.781818182
23105124,0.781818182
23105126,1.027340358
23105128,0.781818182
23105130,0.781818182
23105132,0.781818182
23105134,0.781818182
23105136,3.350731994
23105138,0.781818182
23105140,0.781818182
23105142,0.781818182
23105144,3.023900195
23105146,0.781818182
23105150,1.011972663
23105152,2.881324087
23105154,3.300981673
23105156,0.781818182
23105158,0.781818182
23105160,3.800949951
23105162,0.781818182
23105164,0.781818182
23105166,3.294233447
23105168,0.781818182
23105170,0.781818182
23105172,0.781818182
23105174,0.781818182
23105176,3.182693968
23105178,0.781818182
23105180,3.89656615
23105182,0.781818182
23105184,0.781818182
23105186,0.781818182
23105188,1.289417456
23105190,0.781818182
23105192,0.781818182
23105194,0.781818182
23105196,0.781818182
23105198,0.781818182
23105200,3.303155732
23105202,2.780465365
23105204,0.853893026
23105206,0.781818182
23105208,3.845298573
23105210,0.781818182
23105212,3.198277886
23105214,3.26553242
23105216,2.858712331
23105218,0.781818182
23105220,0.781818182
23105222,0.781818182
23105224,0.781818182
23105226,0.781818182
23105228,0.781818182
23105230,0.781818182
23105232,3.49089292
23105234,0.781818182
23105236,0.781818182
23105238,3.568213611
23105240,3.15820473
23105242,0.781818182
23105244,0.781818182
23105246,3.557324783
23105248,0.781818182
23105250,0.781818182
23105252,0.781818182
23105254,0.781818182
23105256,0.781818182
23105258,0.781818182
23105260,0.781818182
23105262,0.781818182
23105264,0.781818182
23105266,0.781818182
23105268,0.781818182
23105270,0.781818182
23105272,3.868462569
23105274,0.970298057
23105276,0.781818182
23105278,3.4763024
23105280,2.15579873
23105282,3.765186759
23105284,3.032327346
23105286,0.781818182
23105288,3.750218958
23105290,0.781818182
23105292,0.781818182
23105294,0.781818182
23105296,0.781818182
23105298,0.781818182
23105300,0.781818182
23105302,0.781818182
23105304,0.781818182
23105306,0.781818182
23105308,3.28390516
23105310,3.338159542
23105312,2.681847002
23105314,0.781818182
23105316,0.781818182
23105318,1.742619005
23105320,0.781818182
23105322,1.018169059
23105324,0.916660719
23105326,2.15579873
23105328,0.781818182
23105330,0.781818182
23105332,1.724461962
23105334,1.220298154
23105336,0.781818182
23105338,0.999795971
23105340,0.881914819
23105342,0.781818182
23105344,0.781818182
23105346,0.781818182
23105348,0.781818182
23105350,0.847210403
23105352,0.901192659
23105354,0.833018758
23105356,1.29278572
23105358,1.290976145
23105360,1.00094004
23105362,1.221613966
23105364,1.167643135
23105366,1.016605038
23105368,1.008340755
23105370,0.781818182
23105372,1.350526243
23105374,1.483021219
23105376,1.349842347
23105378,0.781818182
23105382,4.291945641
23105384,0.827238182
23105386,2.249291121
23105388,2.960177878
23105390,2.504005818
23105392,1.181667944
23105394,0.781818182
23105396,0.781818182
23105398,0.781818182
23105400,2.197795051
23105402,3.284496565
23105404,0.781818182
23105406,0.781818182
23105408,0.781818182
23105410,0.781818182
23105412,0.781818182
23105414,3.565023659
23105416,1.720286486
23105418,1.728361261
23105420,0.781818182
23105422,3.74866659
23105424,3.904320985
23105426,4.314028019
23105428,4.00783772
23105430,4.242390559
23105432,3.080367353
23105434,4.010511559
23105436,1.841299466
23105438,4.234176285
23105440,3.864067011
23105442,3.530741076
23105444,4.39777074
23105446,4.281003748
23105450,2.66155328
23105452,2.155499178
23105454,2.060279607
23105456,2.823303945
23105458,2.119789337
23105460,3.859366579
23105462,3.763011395
23105464,4.346627644
23105466,4.416937676
23105468,4.267573694
23105470,2.481623172
23105472,3.686516638
23105474,3.407276664
23105476,3.829257424
23105478,3.518781438
23105480,2.903465993
23105482,3.448637379
23105484,2.894998024
23105486,2.44649613
23105488,4.40154451
23105490,3.535654987
23105492,4.330526012
23105494,3.052903168
23105496,3.395169972
23105498,2.901982299
23105500,2.020275731
23105502,0.8335523
23105504,0.793018073
23105506,0.841542777
23105508,0.828163593
23105510,1.922698222
23105524,2.692774137
23105530,1.835651393
23105532,4.394603639
23105534,3.558116603
23105682,3.103237427
23105708,2.116861744
23105948,4.00369779
23105950,3.95261892
23105956,3.994614212
23105960,3.104172139
23105988,2.155645305
23105990,2.03952585
23105994,2.291578922
23105996,2.738120354
23106004,2.111461588
23106042,3.227679002
23106044,3.654106181
23106048,1.633797046
23106096,1.049898831
23106142,4.033020189
23106144,4.033020189
23106146,3.99576396
23106148,3.882674555
23106162,2.55286081
23106166,2.60497221
23106168,3.015872456
23106202,3.224267369
23106206,3.073718358
23106226,3.088829449
23106300,3.48303665
23106318,3.857685935
23106320,3.887736687
23106322,3.869847169
23106324,4.309104975
23106326,3.751057831
23106334,3.776582692
23106338,3.34632832
23106346,3.736872458
23106354,3.755868774
23106372,3.825551562
23106374,3.861014668
23106380,3.973102653
23106398,3.503643998
23106400,3.386869968
23106404,2.089252566
23106408,1.434070628
23106412,3.937309504
23106414,3.696364713
23106418,1.746452357
23106422,1.91216274
23106494,3.424431619
23106498,4.020834988
23106500,3.743660242
23106506,3.557863299
23106520,4.005044305
23106562,1.221669599
23106614,2.746136658
23106616,2.737180831
23106618,2.764952777
23106620,2.788438797
23106622,2.711654907
23106624,2.847952365
23106632,1.141560713
23106640,2.746953381
23106898,0.781818182
23106914,2.084695756
23106926,1.70481024
23106960,1.757826633
23106966,1.206651698
23107012,1.630851517
23107032,3.924721116
23107034,3.900745149
23107212,2.660152173
23107224,3.653813422
23107226,3.653813422
23107232,2.643785985
23107282,1.173816722
23107296,1.975221424
23107300,2.643785985
23107302,2.15579873
23107314,2.005865385
23107316,2.40554097
23107318,4.410958746
23107320,1.984782344
23107322,2.481589579
23107324,3.090921264
23107326,3.236481626
23107330,4.080607042
23107332,3.380580569
23107334,3.928020704
23107336,2.376633771
23107340,2.610714661
23107342,4.059387846
23107344,2.63749721
23107346,3.022358316
23107348,2.536933963
23107356,1.399520304
23107406,2.643785985
23107408,2.171768336
23107410,2.786413188
23107412,2.240659883
23107416,2.227951337
23107464,3.106270044
23107466,3.101945733
23107468,3.626018492
23107470,3.171056154
23107472,3.52483658
23107474,2.959036807
23107476,3.018395865
23107478,3.172031879
23107480,0.781818182
23107482,2.887671726
23107484,3.28408016
23107486,2.689481422
23107490,3.332414761
23107492,3.265726434
23107494,2.300141653
23107496,3.424385075
23107498,2.351354408
23107512,2.374143594
23107514,2.418979682
23107522,3.753020084
23107524,3.477114736
23107526,3.637811269
23107528,3.505280429
23107530,4.421657947
23107532,3.687442536
23107534,3.691032906
23107536,3.701087769
23107538,3.393742311
23107540,3.51621446
23107542,3.709666417
23107544,3.580667294
23107546,3.671665399
23107574,3.047659935
23107580,1.572300864
23107584,2.123134399
23107594,0.781818182
23107602,1.133516701
23107606,1.71728242
23107610,3.483974635
23107614,2.623224078
23107618,4.049744781
23107622,2.919295063
23107626,2.547420572
23123129,1.546631372
23123131,1.561674849
23123133,0.781818182
23123135,0.781818182
23123137,0.781818182
23123139,0.781818182
23123141,0.781818182
23123143,0.781818182
23123145,0.781818182
23123147,0.786408471
23123149,0.846086432
23123151,0.865274381
23123153,1.045542831
23123155,1.064361899
23123157,0.874883102
23123159,1.686528829
23123161,1.56657347
23123163,1.583775401
23123165,1.602482661
23123167,1.602160109
23123169,1.596879242
23123171,1.621926265
23123173,1.617331858
23123175,1.637285901
23123177,1.669685134
23123179,1.786057318
23123181,1.701541152
23123183,1.701938868
23123185,1.679626193
23123187,1.722428553
23123189,1.729848584
23123191,1.574398838
23123193,1.576664746
23123195,1.587327391
23123197,1.560512706
23123199,1.551740366
23123201,2.425706891
23123203,1.885545246
23123205,1.85605633
23123207,1.794432925
23123209,1.728794086
23123211,1.730669363
23123213,1.800333766
23123215,1.69950838
23123217,1.687478692
23123219,1.648811605
23123221,0.781818182
23123223,0.781818182
23123225,0.781818182
23123227,0.781818182
23123229,0.781818182
23123231,0.781818182
23123233,0.781818182
23123235,0.781818182
23123237,0.781818182
23123239,0.781818182
23123241,1.514227573
23123243,1.523130825
23123245,1.500571863
23123247,1.550695058
23123249,1.529089953
23123251,2.040892562
23123253,1.51954255
23123255,1.4836279
23123257,1.492652937
23123259,1.545132825
23123261,1.446907425
23123263,1.471757388
23123265,1.358408673
23123267,1.24626142
23123269,1.753311514
23123271,1.240704705
23123273,1.211884437
23123275,1.303314346
23123277,1.222080798
23123279,1.302620408
23123281,1.219709492
23123283,1.338843932
23123285,1.476862344
23123287,1.563356112
23123289,1.514207751
23123291,1.434459864
23123293,0.795799092
23123295,0.781818182
23123297,1.10090191
23123299,1.012411619
23123301,0.930993479
23123303,0.896016803
23123305,0.781818182
23123307,1.704420713
23123309,1.18318794
23123311,1.07764244
23123313,1.070547358
23123315,1.069885475
23123317,1.558333826
23123319,0.781818182
23123321,0.781818182
23123323,0.781818182
23123325,0.781818182
23123327,0.781818182
23123329,0.781818182
23123331,1.522094566
23123333,1.542872362
23123335,1.705489561
23123337,2.2037648
23123339,1.723432943
23123341,1.782376493
23123343,2.171214579
23123345,1.691522902
23123347,1.644147035
23123349,1.458487872
23123351,1.221308964
23123353,0.781818182
23123355,1.241103863
23123357,1.235466148
23123359,0.781818182
23123361,0.821078994
23123363,1.959057469
23123365,0.988669321
23123367,0.912871971
23123369,0.781818182
23123371,0.781818182
23123373,0.790794449
23123375,0.832125266
23123377,0.81229587
23123379,0.840910069
23123381,0.860877275
23123383,0.781818182
23123385,0.781818182
23123387,0.781818182
23123389,0.781818182
23123391,0.781818182
23123393,0.781818182
23123395,0.781818182
23123397,0.781818182
23123399,0.781818182
23123401,0.781818182
23123403,0.781818182
23123405,0.781818182
23123407,0.781818182
23123409,0.781818182
23123411,0.781818182
23123413,0.781818182
23123415,0.781818182
23123417,0.781818182
23123419,0.781818182
23123421,0.781818182
23123423,0.781818182
23123425,0.781818182
23123427,0.781818182
23123429,0.781818182
23123431,0.781818182
23123433,1.178109915
23123435,1.212441509
23123437,1.256502741
23123439,1.256356156
23123441,1.696223452
23123453,1.11977234
23123455,1.138255395
23123457,1.119014072
23123459,1.094626211
23123461,1.23032853
23123463,1.165795169
23123465,1.116634044
23123467,1.082815082
23123469,1.092000122
23123471,1.071138109
23123473,1.058797663
23123475,1.066804557
23123477,1.117787713
23123479,0.781818182
23123481,0.781818182
23123483,0.781818182
23123485,1.696223452
23123487,1.237477497
23123489,1.256213212
23123491,1.257747786
23123493,1.739337291
23123495,1.727041401
23123497,1.229403415
23123499,1.297727989
23123501,1.321318804
23123503,1.159455471
23123505,1.570051711
23123507,1.423492899
23123509,0.781818182
23123511,0.781818182
23123513,1.09353438
23123515,1.56916592
23123517,1.532278249
23123519,1.011979464
23123521,0.925783788
23123523,1.121918689
23123525,1.124336477
23123527,1.048811112
23123529,1.050276329
23123531,1.024797169
23123533,0.81771213
23123535,0.792953459
23123537,0.836731317
23123539,0.78226151
23123541,0.781818182
23123543,0.800320075
23123545,0.781818182
23123547,0.781818182
23123549,0.781818182
23123551,0.781818182
23123553,0.781818182
23123555,0.781818182
23123557,0.781818182
23123559,0.781818182
23123561,0.781818182
23123563,0.781818182
23123565,0.781818182
23123567,0.781818182
23123569,0.781818182
23123571,0.781818182
23123573,0.781818182
23123575,0.781818182
23123577,0.781818182
23123579,0.781818182
23123581,0.781818182
23123583,0.781818182
23123585,0.781818182
23123587,0.781818182
23123589,0.781818182
23123591,0.781818182
23123593,0.781818182
23123595,0.781818182
23123597,0.781818182
23123599,0.781818182
23123601,0.781818182
23123603,0.781818182
23123605,0.781818182
23123607,0.781818182
23123609,0.781818182
23123611,0.781818182
23123613,0.781818182
23123615,1.445552068
23123617,1.282343973
23123619,1.399500494
23123621,1.436077114
23123623,1.464491184
23123625,1.468899905
23123627,1.449030539
23123629,1.595840299
23123631,2.212814374
23123633,2.212228855
23123635,2.25555723
23123637,2.254971712
23123639,1.969517803
23123641,1.875522446
23123643,1.777546267
23123645,1.850907378
23123647,1.934347764
23123649,1.948956911
23123651,2.544639881
23123653,2.445709665
23123655,2.490338409
23123657,1.012433876
23123659,1.012647571
23123661,0.949734044
23123663,1.01585636
23123665,1.017232469
23123667,1.016803914
23123669,1.098645168
23123671,0.781818182
23123673,1.950393471
23123675,1.83674593
23123677,1.763715604
23123679,1.779262586
23123681,1.673332071
23123683,0.88682181
23123685,1.390233181
23123687,0.884570597
23123689,0.803905282
23123691,1.53249053
23123693,1.557182056
23123695,1.506943734
23123697,1.531033129
23123699,1.941048443
23123701,0.781818182
23123703,0.781818182
23123705,0.781818182
23123707,1.975901669
23123709,2.118825858
23123711,2.105067011
23123713,2.090617866
23123715,2.130660306
23123717,1.991053567
23123719,1.950120697
23123721,1.298034378
23123723,0.991201669
23123725,1.083532718
23123727,0.781818182
23123729,0.976310936
23123731,0.796495529
23123733,0.781818182
23123735,0.781818182
23123737,0.781818182
23123739,0.781818182
23123741,0.781818182
23123743,0.973944094
23123745,0.781818182
23123747,0.781818182
23123749,0.781818182
23123751,0.781818182
23123753,0.781818182
23123755,0.781818182
23123757,0.781818182
23123759,0.781818182
23123761,0.781818182
23123763,0.781818182
23123765,0.781818182
23123767,0.781818182
23123769,0.781818182
23123771,0.781818182
23123773,0.781818182
23123775,0.781818182
23123777,1.383582367
23123779,0.781818182
23123781,1.147181655
23123783,1.142209125
23123785,1.173934401
23123787,0.812265998
23123789,0.781818182
23123791,0.781818182
23123793,0.781818182
23123795,0.781818182
23123797,0.781818182
23123799,0.781818182
23123801,0.781818182
23123803,0.781818182
23123805,0.781818182
23123807,0.781818182
23123809,0.781818182
23123811,0.781818182
23123813,0.781818182
23123815,1.195261849
23123817,1.360120357
23123819,0.810806058
23123821,0.781818182
23123823,0.781818182
23123825,0.899861367
23123827,0.781818182
23123829,0.781818182
23123831,0.781818182
23123833,0.781818182
23123835,0.781818182
23123837,0.781818182
23123839,0.781818182
23123841,0.781818182
23123843,0.781818182
23123845,0.781818182
23123847,0.781818182
23123849,0.781818182
23123853,1.861254866
23123855,1.85657097
23123857,1.588294678
23123859,1.728361261
23123861,1.756145549
23123863,1.779423135
23123865,1.695820978
23123867,1.789637581
23123869,2.096661353
23123871,1.767659506
23123873,1.776837369
23123875,1.788252684
23123877,1.745208518
23123879,1.628473766
23123881,1.921063097
23123883,1.851638384
23123885,0.781818182
23123887,1.135854285
23123889,1.900520658
23123891,1.726400759
23123893,0.781818182
23123895,2.360683844
23123897,2.418962929
23123899,1.645248467
23123901,1.82020859
23123903,1.627124159
23123905,0.781818182
23123907,0.781818182
23123909,0.781818182
23123911,0.781818182
23123913,0.781818182
23123915,0.781818182
23123917,1.547917119
23123919,0.781818182
23123921,0.781818182
23123923,1.90375529
23123925,2.15579873
23123927,2.15579873
23123929,1.36699638
23123931,0.781818182
23123933,0.781818182
23123935,0.781818182
23123937,0.781818182
23123939,0.781818182
23123941,0.781818182
23123943,0.781818182
23123945,0.781818182
23123947,0.781818182
23123949,0.781818182
23123951,2.15579873
23123953,2.15579873
23123955,0.781818182
23123957,0.781818182
23123959,0.781818182
23123961,0.781818182
23123963,0.781818182
23123965,0.781818182
23123967,1.35659543
23123969,0.781818182
23123971,0.781818182
23123973,0.781818182
23123975,0.781818182
23123977,0.93161532
23123979,0.781818182
23123981,0.781818182
23123983,1.796403174
23123985,0.781818182
23123987,0.781818182
23123989,0.781818182
23123991,1.388429433
23123993,0.781818182
23123995,1.021376589
23123997,0.781818182
23123999,0.781818182
23124001,0.781818182
23124003,0.781818182
23124005,0.781818182
23124007,0.781818182
23124009,0.781818182
23124011,0.781818182
23124013,0.993104371
23124015,1.187667588
23124017,0.781818182
23124019,0.781818182
23124021,0.781818182
23124023,0.781818182
23124025,1.172149921
23124027,0.781818182
23124029,0.781818182
23124031,0.781818182
23124033,0.781818182
23124035,0.781818182
23124037,0.781818182
23124039,0.781818182
23124041,0.781818182
23124043,0.781818182
23124045,0.781818182
23124047,0.781818182
23124049,0.781818182
23124051,0.781818182
23124053,0.781818182
23124055,0.781818182
23124057,0.781818182
23124059,0.781818182
23124061,0.781818182
23124063,1.182303244
23124065,0.781818182
23124067,0.781818182
23124069,0.781818182
23124071,0.781818182
23124073,0.781818182
23124075,0.781818182
23124077,0.898983089
23124079,0.781818182
23124081,0.781818182
23124083,0.975994373
23124085,0.781818182
23124087,2.15579873
23124089,2.15579873
23124091,2.15579873
23124093,1.746526033
23124095,2.15579873
23124097,0.781818182
23124099,0.781818182
23124101,2.15579873
23124103,2.144966636
23124105,2.084939336
23124107,0.781818182
23124109,1.592891613
23124111,2.15579873
23124113,1.143350888
23124115,1.708900822
