COMID,Stream DOC
23640826,4.415677574
23640828,4.411022412
23640830,0.781818182
23640832,2.608858302
23640834,1.857172209
23640836,2.15579873
23640838,2.15579873
23640840,4.424888242
23640846,3.576288862
23647722,2.406551933
23647724,2.346646401
23647726,2.363331274
23647728,2.384721647
23647730,2.339606505
23647732,2.413950459
23647734,2.353370563
23647736,2.320560408
23647738,2.469075452
23647740,2.345268351
23647742,2.347469201
23647744,1.131135583
23647746,1.0602357
23647748,0.974339524
23647750,0.962746354
23647752,0.871038943
23647754,0.781818182
23647756,0.781818182
23647758,0.781818182
23647760,0.781818182
23647762,0.781818182
23647764,0.781818182
23647766,0.781818182
23647768,0.781818182
23647770,0.781818182
23647772,0.781818182
23647774,0.781818182
23647776,0.781818182
23647778,0.781818182
23647780,0.781818182
23647782,0.781818182
23647784,0.781818182
23647786,0.781818182
23647788,0.781818182
23647790,0.781818182
23647792,0.781818182
23647794,0.781818182
23647796,0.781818182
23647798,0.781818182
23647800,0.781818182
23647802,0.781818182
23647804,1.099572596
23647806,0.781818182
23647808,0.781818182
23647810,0.781818182
23647812,0.781818182
23647814,0.781818182
23647816,0.781818182
23647818,0.781818182
23647820,0.781818182
23647822,0.781818182
23647824,0.781818182
23647826,0.781818182
23647828,0.781818182
23647830,0.781818182
23647832,0.781818182
23647834,0.781818182
23647836,0.781818182
23647838,0.781818182
23647840,0.781818182
23647842,0.781818182
23647844,0.781818182
23647846,0.781818182
23647848,0.781818182
23647850,0.781818182
23647852,0.781818182
23647854,0.781818182
23647856,0.781818182
23647858,0.781818182
23647860,0.781818182
23647862,0.781818182
23647864,0.781818182
23647866,0.781818182
23647868,0.781818182
23647870,0.781818182
23647872,0.781818182
23647874,0.781818182
23647876,0.781818182
23647878,0.781818182
23647880,0.781818182
23647882,0.781818182
23647884,0.781818182
23647886,0.781818182
23647888,0.781818182
23647890,0.781818182
23647892,0.781818182
23647894,0.781818182
23647896,0.781818182
23647898,0.781818182
23647900,0.917221771
23647902,0.781818182
23647904,0.832761342
23647906,0.970910663
23647908,1.188406883
23647910,1.201239284
23647912,1.385204989
23647914,1.336201907
23647916,0.781818182
23647918,0.781818182
23647920,0.781818182
23647922,0.781818182
23647924,0.781818182
23647926,0.781818182
23647928,0.781818182
23647930,0.781818182
23647932,0.945068075
23647934,0.933037684
23647936,0.781818182
23647938,0.781818182
23647940,0.781818182
23647942,0.781818182
23647944,0.781818182
23647946,0.781818182
23647948,0.781818182
23647950,0.781818182
23647952,0.781818182
23647954,0.781818182
23647956,0.781818182
23647958,0.781818182
23647960,2.636792538
23647962,2.647586185
23647966,1.294686584
23647968,1.20983517
23647970,1.14662835
23647972,1.004143205
23647974,0.940731091
23647976,2.025244984
23647978,0.969088714
23647980,0.936911148
23647982,0.920854911
23647984,0.96054127
23647986,0.985773796
23647988,0.992330676
23647990,1.014523118
23647992,1.056238681
23647994,1.101948601
23647996,1.145802058
23647998,1.038691248
23648000,1.106488303
23648002,1.295854428
23648004,1.174270506
23648006,1.448204549
23648008,1.289064952
23648010,1.37229351
23648012,2.557917365
23648014,2.582496681
23648016,2.582702044
23648018,2.536403269
23648020,2.549190364
23648022,1.857978618
23648024,1.864338441
23648026,1.862129255
23648028,1.91221003
23648030,2.074343902
23648032,2.234304112
23648034,2.04149772
23648036,2.009046394
23648038,2.718719384
23648040,2.414317012
23648042,2.567563286
23648044,2.567586709
23648046,2.548779539
23648048,2.549913764
23648050,2.585274545
23648052,2.553257906
23648054,2.548709617
23648056,2.577299208
23648058,2.58621962
23648060,2.582379404
23648062,2.587537972
23648064,1.138823033
23648066,1.256913834
23648068,1.34761597
23648070,1.40881681
23648072,1.430002983
23648074,1.263936968
23648076,1.200890804
23648078,1.134257128
23648080,0.781818182
23648082,0.781818182
23648084,2.644942107
23648086,2.652590637
23648088,2.693724411
23648090,1.71914427
23648092,1.698852588
23648094,1.714796369
23648096,1.755661111
23648098,2.909343962
23648100,3.106836883
23648102,2.658904968
23648104,3.089907671
23648106,1.494417978
23648108,1.062351025
23648110,1.075671087
23648112,1.061095968
23648114,1.038209661
23648116,0.781818182
23648118,0.781818182
23648120,0.781818182
23648122,0.781818182
23648124,0.781818182
23648126,0.781818182
23648128,0.781818182
23648130,0.781818182
23648132,0.781818182
23648134,1.074754983
23648136,1.137061099
23648138,1.118360101
23648140,1.285769214
23648142,1.282838853
23648144,1.306861975
23648146,0.904838991
23648148,0.814252679
23648150,0.891853565
23648152,0.781818182
23648154,1.262489682
23648156,1.31151305
23648158,1.581633755
23648160,1.585073466
23648162,1.625052843
23648164,1.733315907
23648166,1.773533321
23648168,1.953727578
23648170,1.921133804
23648172,1.076191279
23648174,1.095201644
23648176,1.208457142
23648178,1.04913611
23648180,1.178832718
23648182,1.310440747
23648184,1.268600323
23648186,2.189553676
23648188,1.556515682
23648190,1.593362409
23648192,1.611872229
23648194,1.666824151
23648196,1.668938791
23648198,1.80065656
23648200,1.647320036
23648202,1.595582144
23648204,1.714498747
23648206,1.813700706
23648208,2.005341884
23648210,1.876440051
23648212,1.660104001
23648214,1.280701569
23648216,1.263756301
23648218,1.27176683
23648220,1.283753968
23648222,1.164279907
23648224,1.266123906
23648226,1.227995674
23648228,0.960495709
23648230,1.317220154
23648232,1.427494656
23648234,1.292048673
23648236,1.296972471
23648238,1.304133371
23648240,1.312219598
23648242,1.222620098
23648244,0.781818182
23648246,0.781818182
23648248,0.781818182
23648250,0.781818182
23648252,0.781818182
23648254,2.925328086
23648256,2.938276714
23648258,3.502556137
23648260,2.949738104
23648262,2.907123713
23648264,2.938546685
23648266,2.928447897
23648268,2.15366013
23648270,2.114895921
23648272,2.11122117
23648274,2.135531408
23648276,2.07412396
23648278,1.968043781
23648280,1.838671419
23648282,1.341662991
23648284,1.740378221
23648286,1.769466995
23648288,1.712709259
23648290,1.673669256
23648292,1.667662131
23648294,1.655404087
23648296,1.668501852
23648298,1.715014547
23648300,1.569293726
23648302,1.593370849
23648304,1.59328804
23648306,1.563153985
23648308,1.565845492
23648310,1.449519532
23648312,0.781818182
23648314,0.781818182
23648316,0.781818182
23648318,0.781818182
23648320,0.781818182
23648322,0.781818182
23648324,0.781818182
23648326,0.781818182
23648328,0.781818182
23648330,0.781818182
23648332,0.961955922
23648334,0.964351871
23648336,1.133420735
23648338,1.20234725
23648340,1.521985721
23648342,0.781818182
23648344,0.781818182
23648346,0.781818182
23648348,0.781818182
23648350,0.783671874
23648352,0.793534819
23648354,0.781818182
23648356,0.857660799
23648358,0.885531829
23648360,0.894967586
23648362,0.781818182
23648364,0.781818182
23648366,0.781818182
23648368,0.781818182
23648370,0.781818182
23648372,0.781818182
23648374,0.781818182
23648376,0.781818182
23648378,0.781818182
23648380,0.802134992
23648382,1.032873387
23648384,1.375965371
23648386,3.156460439
23648388,3.175205271
23648392,3.046726225
23648394,3.094782479
23648396,3.057481672
23648398,3.039930041
23648400,3.073094
23648402,3.030558508
23648404,2.921491784
23648406,3.222609392
23648408,2.857052814
23648410,2.044759285
23648412,3.240989229
23648414,3.233987647
23648416,3.162867263
23648418,2.749158948
23648420,2.736528327
23648422,2.701518043
23648424,2.702161158
23648426,3.273273922
23648428,2.72744433
23648430,2.643170589
23648432,2.831501589
23648434,2.691819506
23648436,2.746959254
23648438,2.744796593
23648440,2.654480837
23648442,2.60848801
23648444,2.696155509
23648446,2.663876301
23648448,3.086238167
23648450,3.086480366
23648452,2.611937845
23648454,2.688116681
23648456,2.542509376
23648458,2.363380698
23648460,2.367125819
23648462,2.374126809
23648464,2.341570838
23648466,1.534728849
23648468,1.523819523
23648470,1.47328596
23648472,1.446330948
23648474,0.863572861
23648476,0.848427413
23648478,0.981525342
23648480,1.228199035
23648482,2.456658902
23648484,2.2256443
23648486,2.062721957
23648488,1.979239689
23648490,1.917974958
23648492,1.852566675
23648494,1.871357604
23648496,1.832090586
23648498,1.819563248
23648500,1.856645818
23648502,1.842621844
23648504,1.862200863
23648506,1.836009963
23648508,1.840426073
23648510,1.864582814
23648512,1.900887993
23648514,1.852417611
23648516,1.853597789
23648518,1.855459305
23648520,1.91759326
23648522,1.951445597
23648524,1.936362513
23648526,1.910916424
23648528,1.891099346
23648530,1.780060504
23648532,1.796315287
23648534,1.761597241
23648536,1.761252206
23648538,1.798491251
23648540,1.803960459
23648542,1.788026178
23648544,1.105146892
23648546,1.14622821
23648548,1.184004042
23648550,1.136690591
23648552,1.10988507
23648554,1.069974495
23648556,1.058505115
23648558,1.056533982
23648560,1.041298621
23648562,1.053853337
23648564,1.003234007
23648566,1.00833932
23648568,0.854832122
23648570,1.990741021
23648572,1.100470879
23648574,2.24067742
23648576,1.087308415
23648578,1.869100493
23648580,1.19855828
23648582,0.925492991
23648584,1.229015997
23648586,1.05685832
23648588,1.510627413
23648590,1.098768421
23648592,1.49041135
23648594,1.927491171
23648596,1.754427199
23648598,1.886828357
23648600,1.896204255
23648602,1.338517643
23648604,1.349976583
23648606,1.851621826
23648608,1.418529708
23648610,1.387685382
23648612,1.390691697
23648614,1.409805232
23648616,1.415286097
23648618,1.485233598
23648620,2.258151609
23648622,2.170875676
23648624,1.89163375
23648626,0.986484636
23648628,0.992081481
23648630,1.024972732
23648632,1.078862067
23648634,1.926006344
23648636,1.871614484
23648638,1.878289141
23648640,1.873312621
23648642,1.779927066
23648644,1.772531549
23648646,1.785442019
23648648,1.844435085
23648650,1.34230264
23648652,1.344722314
23648654,1.312081943
23648656,1.499788188
23648658,1.35759832
23648660,0.781818182
23648662,1.309977963
23648664,1.324551886
23648666,1.343442768
23648668,1.321832903
23648670,1.410925425
23648672,1.290976145
23648674,1.374339475
23648676,1.397531233
23648678,1.481754117
23648680,1.494495306
23648682,1.318212624
23648684,1.544769514
23648686,1.490040776
23648688,2.082281917
23648690,2.617615168
23648692,2.057218756
23648694,1.468909294
23648696,2.007369769
23648698,1.489260095
23648700,1.589544848
23648702,3.701393722
23648704,3.76176802
23648706,3.753711478
23648708,3.868001015
23648710,3.773932804
23648712,3.801063985
23648714,3.856807234
23648716,3.75712964
23648718,3.868058772
23648720,3.799838686
23648722,3.909107022
23648724,4.004953179
23648726,3.873840808
23648728,3.984987663
23648730,4.298634459
23648732,3.797901068
23648734,4.287872181
23648736,3.920147219
23648738,4.21302889
23648740,3.830614899
23648742,3.613713486
23648744,3.649148935
23648746,3.798201406
23648748,4.006241684
23648750,4.10246695
23648752,3.926605994
23648762,3.351499794
23648764,3.297397964
23648766,3.202939195
23648768,3.331501079
23648770,3.660884009
23648772,3.654765645
23648774,4.208502662
23648776,3.701435348
23648778,3.750720985
23648780,3.731491454
23648782,4.241625027
23648784,3.761882047
23648786,3.774082699
23648788,3.772739676
23648790,3.768526121
23648792,3.812165772
23648794,3.919861874
23648796,3.789939567
23648798,3.741059629
23648800,3.654355364
23648802,4.15728456
23648804,3.100974062
23648806,3.444034357
23648808,3.563236823
23648810,3.550424008
23648812,3.472033117
23648814,3.436218398
23648816,3.542259243
23648818,3.600713533
23648820,3.600045758
23648822,3.626168381
23648824,3.674704529
23648826,3.674013152
23648828,3.743228713
23648830,3.811022931
23648832,3.800790277
23648834,3.868181944
23648836,3.893600683
23648838,4.341951979
23648840,3.841182242
23648842,3.896724339
23648844,3.889818773
23648846,4.361141434
23648848,4.050710674
23648850,4.044582686
23648852,3.872936928
23648854,3.643917667
23648856,3.596715302
23648858,3.663916797
23648860,3.704979865
23648862,3.754947848
23648864,3.752527848
23648866,3.972745884
23648868,0.781818182
23648870,0.781818182
23648872,0.781818182
23648874,0.781818182
23648876,2.043225597
23648878,2.15670289
23648880,2.142751145
23648882,1.250753262
23648884,1.555417236
23648886,1.277640236
23648888,1.551460962
23648890,0.781818182
23648892,0.828783988
23648894,0.781818182
23648896,1.121214721
23648898,1.4018033
23648900,1.386358755
23648902,0.88768451
23648904,0.940965744
23648906,0.866699071
23648908,1.234330385
23648910,0.781818182
23648912,1.360015999
23648914,1.237765606
23648916,1.318429531
23648918,1.402523975
23648920,1.44109081
23648922,1.423510346
23648924,1.140596585
23648926,1.245574248
23648928,1.32203609
23648930,1.470231493
23648932,0.839817264
23648934,0.935244214
23648936,0.781818182
23648938,0.781818182
23648940,0.781818182
23648942,0.781818182
23648944,1.25261549
23648946,1.319134658
23648948,1.261114274
23648950,1.274246175
23648952,1.365932586
23648954,1.515684814
23648956,0.781818182
23648958,0.781818182
23648960,1.071739931
23648962,1.132606228
23648964,1.165901442
23648966,1.23545442
23648968,1.930616742
23648970,1.714432028
23648972,1.239607316
23648974,0.781818182
23648976,2.150810135
23648978,0.781818182
23648980,0.781818182
23648982,0.781818182
23648984,0.781818182
23648986,0.781818182
23648988,4.117380696
23648990,3.96704086
23648992,3.998476876
23648994,4.124707029
23648996,3.874681105
23648998,3.81414507
23649000,3.840487007
23649002,3.898197599
23649004,4.315898802
23649006,3.966183704
23649008,3.808565185
23649010,3.959612618
23649012,0.781818182
23649014,0.781818182
23649016,1.403839898
23649018,1.40319703
23649020,1.196270772
23649022,0.781818182
23649024,3.918594729
23649026,4.206252804
23649028,3.994043733
23649030,0.781818182
23649032,0.781818182
23649034,0.781818182
23649036,0.783337966
23649038,1.437874922
23649040,0.781818182
23649042,3.887890882
23649048,2.053617325
23649050,0.781818182
23649052,3.382207133
23649054,3.335315641
23649056,1.329492802
23649058,1.381973178
23649060,1.431271524
23649062,1.400486357
23649064,1.394361114
23649066,0.781818182
23649068,0.781818182
23649070,0.781818182
23649072,0.781818182
23649074,0.852954001
23649076,1.31765456
23649078,1.296705013
23649080,1.271699224
23649082,1.253134818
23649084,1.033237279
23649086,1.043890969
23649088,1.09041349
23649090,3.604877779
23649092,4.013030333
23649094,3.625095107
23649096,2.592949314
23649098,0.781818182
23649100,1.519014076
23649102,1.507748688
23649104,1.758728468
23649106,3.63899791
23649108,3.777504359
23649110,3.812016334
23649112,4.00984088
23649114,1.279437322
23649116,1.557172315
23649118,0.781818182
23649120,0.956072088
23649122,0.781818182
23649124,0.781818182
23649126,0.781818182
23649128,0.781818182
23649148,1.414805963
23649150,2.097997818
23649152,1.526143021
23649154,3.758708883
23649156,3.858430031
23649158,3.655877281
23649160,3.751428708
23649162,3.461582175
23649166,3.605847716
23649168,3.390658079
23649172,3.984123466
23649176,3.952501177
23649178,3.846158046
23649180,3.136860661
23649182,3.027658559
23649188,3.324586394
23649190,3.521589998
23649192,3.046704439
23649194,2.735640233
23649196,3.799256263
23649198,3.681945546
23649202,4.424274181
23649208,3.633226983
23649210,2.051235024
23649212,4.116648225
23649214,4.422760597
23649216,4.423339521
23649218,3.745662348
23649220,2.517185431
23649222,3.741380713
23649224,3.344287126
23649226,3.939370486
23649228,3.684703646
23649232,3.557508724
23649234,3.731375758
23649236,3.79415291
23649238,4.03827884
23649240,3.715408551
23649242,4.196670144
23649244,3.30496169
23649248,3.741872657
23649250,3.904495021
23649252,4.064989705
23649254,3.765754296
23649256,4.031073773
23649258,4.425520113
23649260,3.76605182
23649262,4.222811848
23649264,3.937631266
23649266,3.681304301
23649270,3.984667003
23649272,2.913332186
23649274,3.624575595
23649278,4.129511963
23649280,3.075173847
23649282,4.112296041
23649284,4.418128381
23649286,3.974913682
23649288,3.377445275
23649292,3.775305233
23649298,3.703694548
23649300,3.985561374
23649302,3.898220814
23649308,4.148230564
23649310,2.809440488
23649314,3.827073716
23649318,3.757278499
23649326,4.114218248
23649330,4.073022455
23649336,3.479872567
23649338,4.425362335
23649340,3.761307288
23649346,4.220183911
23649348,3.727577522
23649350,3.709635346
23649354,3.696330046
23649356,4.42544124
23649358,4.310207706
23649360,3.671320603
23649364,3.973781919
23649366,4.102100737
23649368,3.770916402
23649370,4.418925003
23649372,4.307982712
23649374,3.812834025
23649376,3.945380088
23649378,4.421497046
23649380,3.529359767
23649382,4.043629027
23649384,3.197021415
23649386,4.404138616
23649388,4.415781165
23649392,3.978018883
23649396,2.582121792
23649398,3.884682423
23649400,4.422620602
23649402,3.889605304
23649404,2.15579873
23649412,3.573884811
23649414,1.117122499
23649416,3.898884579
23649428,3.880263213
23649430,1.665321028
23649432,3.904405288
23649434,3.931531493
23649438,3.401378171
23649440,3.733766973
23649442,4.016975062
23649444,4.402544394
23649446,2.577684058
23649448,2.715889759
23649452,2.902732411
23649454,4.416834691
23649456,4.032064634
23649458,3.685369916
23649460,3.941752209
23649462,4.420022731
23649464,3.986215639
23649466,2.41223674
23649468,2.24435596
23649472,3.36704262
23649478,1.5105232
23649480,4.422200018
23649482,2.349567411
23649484,3.571073378
23649486,3.302094898
23649488,4.029990201
23649490,4.422079687
23649492,2.71231227
23649500,3.665615727
23649506,0.781818182
23649508,3.880339821
23649510,1.310965643
23649512,4.059378542
23649514,2.450393687
23649516,3.845518873
23649518,2.958529718
23649522,2.312943577
23649526,3.005099151
23649528,2.220733291
23649530,2.619655872
23649534,4.233075985
23649538,1.295334832
23649540,2.336988868
23649542,1.77143039
23649548,4.417616027
23649550,2.223995567
23649552,4.035436795
23649554,3.380870783
23649556,3.345138186
23649562,2.01703698
23649568,1.912448694
23649578,1.612957523
23649580,1.407300599
23649588,3.280777568
23649590,1.188505825
23649594,3.38534837
23649596,1.241069564
23649600,1.569834873
23649602,3.194399973
23649604,3.191245479
23649606,2.72288894
23649610,2.068119692
23649614,1.656629692
23649618,2.666392778
23649624,3.168352592
23649628,4.406775691
23649630,3.878489608
23649634,3.61994033
23649636,1.811001975
23649638,2.507974598
23649640,2.670610359
23649646,0.781818182
23649648,0.781818182
23649654,3.197437743
23649656,2.403411713
23649658,1.43309361
23649660,3.081699581
23649664,1.68713216
23649668,1.699359692
23649670,3.305097977
23649672,1.780274665
23649674,1.686907971
23649676,1.468732835
23649678,0.911941217
23649684,1.690498209
23649686,1.41543909
23649688,2.003472514
23649690,0.781818182
23649696,1.793461608
23649698,0.83734316
23649700,3.331271554
23649704,1.813120159
23649706,1.563792825
23649710,2.353257633
23649712,3.205067009
23649714,1.28416691
23649716,3.364747559
23649718,1.861008679
23649720,0.781818182
23649724,1.861297061
23649726,1.754682833
23649728,2.000545962
23649730,0.922641699
23649732,0.781818182
23649736,1.172525213
23649738,0.781818182
23649742,1.310347828
23649744,1.549800478
23649746,3.650256514
23649748,1.925741707
23649750,0.781818182
23649752,2.894092686
23649756,0.781818182
23649760,0.94944037
23649764,0.913165824
23649770,3.020721475
23649772,0.839510277
23649774,1.290227288
23649778,0.781818182
23649780,1.258579973
23649782,1.309457299
23649784,0.923586368
23649788,0.781818182
23649790,0.781818182
23649792,2.202567586
23649794,1.849536101
23649796,3.038403129
23649798,0.781818182
23649800,3.683431212
23649804,0.781818182
23649806,0.781818182
23649808,2.116527572
23649810,1.089450127
23649812,0.781818182
23649816,0.781818182
23649818,3.725786996
23649822,2.913535005
23649824,0.781818182
23649826,0.781818182
23649830,0.781818182
23649834,1.367685075
23649836,1.70221892
23649838,0.930516505
23649842,0.781818182
23649844,0.781818182
23649846,0.781818182
23649850,1.824109567
23649854,3.61951124
23649856,1.568932711
23649860,1.357446022
23649862,0.781818182
23649864,1.594083795
23649866,0.8060884
23649870,0.781818182
23649876,1.242061275
23649878,2.361127428
23649882,1.704545864
23649896,2.885875281
23649898,1.11293183
23649900,0.781818182
23649902,1.209751604
23649910,0.781818182
23649914,1.90976307
23649916,0.951719757
23649920,3.339319292
23649924,1.493380098
23649926,1.440301829
23649936,0.781818182
23649938,0.781818182
23649940,0.781818182
23649942,0.781818182
23649944,2.113585325
23649948,1.194062145
23649952,0.896928979
23649954,0.781818182
23649958,0.781818182
23649962,1.167968465
23649964,1.557627351
23649966,2.741215834
23649970,0.781818182
23649972,0.781818182
23649974,1.535930104
23649976,0.781818182
23649978,1.782782727
23649980,0.781818182
23649982,1.45563712
23649984,0.781818182
23649986,0.980110534
23649988,1.229933863
23649990,1.688262141
23649992,0.781818182
23649994,0.781818182
23649996,0.781818182
23649998,0.781818182
23650000,1.162440555
23650002,0.781818182
23650004,0.781818182
23650006,1.483540728
23650008,0.781818182
23650010,1.281167917
23650012,0.781818182
23650014,1.130681071
23650016,1.476028985
23650018,3.452935324
23650020,1.331104524
23650022,0.781818182
23650024,2.941014094
23650026,0.781818182
23650030,0.781818182
23650032,0.781818182
23650034,2.200027345
23650036,1.257298698
23650038,0.781818182
23650040,0.877705419
23650042,0.781818182
23650044,1.267268926
23650046,0.781818182
23650048,0.781818182
23650050,0.781818182
23650052,1.645963607
23650054,3.047584467
23650056,0.781818182
23650058,0.889315339
23650064,0.781818182
23650066,0.781818182
23650068,3.048840357
23650070,0.781818182
23650072,0.781818182
23650074,0.781818182
23650076,1.046757764
23650078,0.781818182
23650080,0.781818182
23650084,0.781818182
23650086,1.256554148
23650088,1.335861787
23650090,1.26793858
23650094,0.781818182
23650096,1.370786708
23650098,0.867360148
23650100,1.571371019
23650102,0.781818182
23650104,0.781818182
23650106,1.53809266
23650108,1.009354101
23650110,0.781818182
23650112,0.781818182
23650114,1.084956237
23650116,3.495659178
23650118,0.781818182
23650126,0.781818182
23650128,1.243714671
23650130,0.781818182
23650132,0.781818182
23650134,0.814327077
23650136,1.358747496
23650138,1.772239744
23650140,0.816671423
23650142,1.077754465
23650144,0.781818182
23650146,0.781818182
23650148,0.781818182
23650150,1.154621751
23650152,0.781818182
23650154,0.781818182
23650156,0.781818182
23650158,0.781818182
23650160,0.955440304
23650164,0.781818182
23650166,3.449564214
23650168,1.045042969
23650172,1.326858885
23650174,1.489945217
23650178,2.038865527
23650180,1.942187541
23650182,2.194695572
23650184,0.781818182
23650186,1.408353484
23650188,2.184907811
23650190,1.857727341
23650194,0.781818182
23650198,1.617121633
23650200,0.781818182
23650202,1.219404388
23650204,1.062849802
23650206,0.781818182
23650208,1.181716933
23650210,0.781818182
23650212,1.769063705
23650216,1.865967031
23650218,0.834187919
23650220,0.781818182
23650222,0.781818182
23650224,0.781818182
23650226,0.781818182
23650228,0.781818182
23650230,0.781818182
23650234,0.781818182
23650236,0.781818182
23650238,0.781818182
23650240,0.869553862
23650242,1.353606054
23650244,0.781818182
23650246,1.225893114
23650250,0.781818182
23650252,1.168619187
23650258,1.95533129
23650260,0.781818182
23650262,1.921594228
23650264,0.781818182
23650266,0.781818182
23650268,0.781818182
23650270,1.92697996
23650272,1.357718355
23650274,1.754760282
23650276,0.925790921
23650280,1.176760062
23650282,0.781818182
23650284,0.781818182
23650286,0.781818182
23650288,1.122173018
23650290,0.781818182
23650292,0.781818182
23650294,1.019347148
23650296,1.005799508
23650298,0.781818182
23650302,1.212852103
23650304,1.708138468
23650308,1.371131589
23650310,0.781818182
23650314,0.802900154
23650316,1.663084842
23650320,1.021376589
23650322,1.237435357
23650324,0.781818182
23650326,1.26327763
23650328,1.242769
23650330,0.781818182
23650332,0.781818182
23650334,0.781818182
23650336,0.781818182
23650338,1.16925998
23650340,0.781818182
23650342,1.194560818
23650344,0.833562849
23650346,0.781818182
23650348,1.01755913
23650350,0.863913678
23650352,1.143953999
23650354,1.231199924
23650356,1.081427382
23650358,1.385035033
23650360,1.430109166
23650362,0.781818182
23650364,0.781818182
23650366,1.20453863
23650368,0.781818182
23650370,0.781818182
23650372,1.516331853
23650374,1.127981729
23650376,0.781818182
23650378,1.343885241
23650380,0.781818182
23650382,0.781818182
23650384,1.191344007
23650386,1.562190177
23650388,1.249341347
23650390,0.781818182
23650392,1.350812125
23650394,1.272901526
23650396,1.219552384
23650398,1.191119773
23650400,0.781818182
23650402,0.781818182
23650404,1.011193721
23650406,1.469375478
23650408,1.545954989
23650410,0.960315981
23650412,0.781818182
23650414,0.782920373
23650416,0.781818182
23650418,0.781818182
23650420,0.781818182
23650424,0.781818182
23650426,0.781818182
23650428,0.781818182
23650432,1.053798524
23650434,1.207489371
23650436,1.444482123
23650438,0.781818182
23650440,0.781818182
23650442,0.906280483
23650444,0.781818182
23650446,0.781818182
23650448,0.781818182
23650450,1.138766218
23650452,0.781818182
23650454,0.781818182
23650456,0.781818182
23650458,0.781818182
23650460,0.781818182
23650462,0.781818182
23650464,0.781818182
23650466,1.474480961
23650468,0.781818182
23650470,0.781818182
23650472,0.781818182
23650474,0.781818182
23650476,0.781818182
23650478,1.522749267
23650480,0.781818182
23650482,1.050206878
23650484,0.781818182
23650486,0.781818182
23650488,0.781818182
23650490,0.781818182
23650492,0.781818182
23650494,0.895127361
23650496,1.53569252
23650498,0.781818182
23650500,0.781818182
23650502,0.781818182
23650504,0.842849331
23650506,0.781818182
23650508,0.781818182
23650510,0.781818182
23650512,0.781818182
23650514,0.781818182
23650516,0.781818182
23650518,0.781818182
23650520,0.781818182
23650522,0.973995807
23650524,0.781818182
23650526,0.781818182
23650528,0.781818182
23650530,0.781818182
23650532,0.781818182
23650534,0.781818182
23650536,0.781818182
23650538,0.781818182
23650540,0.781818182
23650542,1.280472246
23650544,0.781818182
23650546,0.781818182
23650548,0.781818182
23650550,0.781818182
23650552,1.46243049
23650554,0.781818182
23650556,0.781818182
23650558,0.781818182
23650560,1.045362735
23650562,0.781818182
23650564,0.781818182
23650566,0.781818182
23650568,0.781818182
23650570,0.781818182
23650572,0.781818182
23650574,0.781818182
23650576,0.781818182
23650578,0.781818182
23650580,1.044319072
23650582,0.781818182
23650584,0.781818182
23650586,0.781818182
23650588,1.655599472
23650590,0.781818182
23650592,0.781818182
23650594,0.781818182
23650596,0.781818182
23650598,0.781818182
23650600,0.781818182
23650602,1.311817272
23650604,0.781818182
23650606,0.781818182
23650608,2.171960195
23650610,0.781818182
23650612,0.781818182
23650614,0.800787127
23650616,0.781818182
23650618,1.175130862
23650620,2.492287012
23650622,0.781818182
23650624,0.781818182
23650626,0.781818182
23650628,0.781818182
23650630,0.878144488
23650632,0.781818182
23650634,0.781818182
23650636,0.781818182
23650638,0.781818182
23650640,0.781818182
23650642,0.781818182
23650644,0.781818182
23650646,0.781818182
23650648,1.607127455
23650650,0.781818182
23650652,0.781818182
23650654,0.781818182
23650656,0.781818182
23650658,0.781818182
23650660,0.781818182
23650662,0.781818182
23650664,0.781818182
23650666,0.939974077
23650668,1.788790479
23650670,1.186546277
23650672,0.781818182
23650674,0.781818182
23650676,0.781818182
23650678,0.781818182
23650680,0.781818182
23650682,0.781818182
23650684,1.361203611
23650686,0.781818182
23650688,0.781818182
23650690,0.781818182
23650692,0.781818182
23650694,0.889845386
23650696,0.781818182
23650698,0.781818182
23650700,0.781818182
23650702,1.247685612
23650704,0.781818182
23650706,0.781818182
23650708,0.781818182
23650710,0.781818182
23650712,0.781818182
23650714,0.781818182
23650716,0.781818182
23650718,0.781818182
23650720,0.781818182
23650722,0.953861023
23650724,1.380809517
23650726,0.781818182
23650728,0.781818182
23650730,0.781818182
23650732,0.781818182
23650734,0.781818182
23650736,1.28997111
23650738,1.082068858
23650740,0.781818182
23650742,1.252986432
23650744,0.781818182
23650746,0.781818182
23650748,0.781818182
23650750,0.781818182
23650752,0.781818182
23650754,1.125512339
23650756,1.293993081
23650758,1.691775252
23650760,3.222482469
23650770,3.835708842
23650776,3.393255794
23650778,3.279832348
23650782,0.781818182
23650784,1.204737194
23650786,1.246077612
23650788,1.431406893
23650790,0.781818182
23650792,0.781818182
23650794,1.011519604
23650796,1.294538196
23650798,3.722347982
23650800,3.905769056
23650802,3.859086653
23650804,3.925212679
23650806,1.184737262
23650808,1.107777896
23650810,0.781818182
23650812,3.769950769
23650816,3.719753891
23650818,3.667646265
23650820,4.016555677
23650822,3.763221144
23650824,3.559592872
23650826,3.935664804
23650828,3.827161246
23650830,3.901244128
23650832,3.827456421
23650834,4.074350269
23650836,3.882993334
23650838,3.912963024
23650840,4.014335984
23650842,3.930195457
23650844,3.48801602
23650846,4.01592345
23650848,2.489593922
23650852,3.774014051
23650854,4.425520113
23650856,3.566564595
23650858,4.156088982
23650860,4.421053892
23650862,3.714967166
23650864,3.805004313
